Toss Decision,Match ID,Toss Winner,Team1,Team2,Winner,DL Method,Total Balls
,363,Pune Warriors,Pune Warriors,Royal Challengers Bangalore,Royal Challengers Bangalore,0.0,246.0
,364,Delhi Daredevils,Delhi Daredevils,Mumbai Indians,Delhi Daredevils,0.0,247.0
,368,Kolkata Knight Riders,Deccan Chargers,Kolkata Knight Riders,Kolkata Knight Riders,0.0,242.0
,369,Deccan Chargers,Chennai Super Kings,Deccan Chargers,Deccan Chargers,0.0,248.0
,370,Kings XI Punjab,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,0.0,239.0
,371,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,0.0,246.0
,372,Royal Challengers Bangalore,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,0.0,230.0
,374,Kolkata Knight Riders,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,0.0,243.0
,375,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,0.0,242.0
,376,Royal Challengers Bangalore,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,0.0,246.0
,377,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,0.0,239.0
,378,Delhi Daredevils,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,0.0,236.0
,379,Deccan Chargers,Deccan Chargers,Mumbai Indians,Mumbai Indians,0.0,252.0
,383,Delhi Daredevils,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,0.0,250.0
,384,Rajasthan Royals,Rajasthan Royals,Kings XI Punjab,Rajasthan Royals,0.0,235.0
,385,Kings XI Punjab,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,0.0,246.0
,386,Pune Warriors,Chennai Super Kings,Pune Warriors,Chennai Super Kings,0.0,246.0
,387,Kolkata Knight Riders,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,0.0,250.0
,388,Mumbai Indians,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,0.0,241.0
,389,Rajasthan Royals,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,0.0,247.0
,390,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,0.0,236.0
,392,Gujarat Lions,Kolkata Knight Riders,Gujarat Lions,Gujarat Lions,0.0,232.0
,394,Sunrisers Hyderabad,Sunrisers Hyderabad,Gujarat Lions,Sunrisers Hyderabad,0.0,242.0
,395,Kolkata Knight Riders,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,0.0,234.0
,396,Mumbai Indians,Mumbai Indians,Kings XI Punjab,Kings XI Punjab,0.0,248.0
,399,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,0.0,248.0
,401,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,0.0,247.0
,402,Delhi Daredevils,Kings XI Punjab,Delhi Daredevils,Kings XI Punjab,0.0,245.0
,403,Deccan Chargers,Deccan Chargers,Kolkata Knight Riders,Deccan Chargers,0.0,248.0
,405,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,0.0,246.0
,406,Delhi Daredevils,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,0.0,250.0
,407,Delhi Daredevils,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,0.0,246.0
,408,Rajasthan Royals,Delhi Daredevils,Rajasthan Royals,Rajasthan Royals,0.0,235.0
,409,Mumbai Indians,Mumbai Indians,Kings XI Punjab,Mumbai Indians,0.0,251.0
,410,Kolkata Knight Riders,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,0.0,253.0
,411,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,0.0,251.0
,412,Kings XI Punjab,Kings XI Punjab,Rising Pune Supergiant,Kings XI Punjab,0.0,247.0
,413,Mumbai Indians,Kings XI Punjab,Mumbai Indians,Mumbai Indians,0.0,243.0
,414,Rising Pune Supergiant,Rising Pune Supergiant,Gujarat Lions,Rising Pune Supergiant,0.0,244.0
,415,Kings XI Punjab,Kings XI Punjab,Deccan Chargers,Kings XI Punjab,0.0,243.0
,417,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,0.0,243.0
,421,Rajasthan Royals,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,0.0,249.0
,422,Kolkata Knight Riders,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,0.0,241.0
,424,Delhi Daredevils,Delhi Daredevils,Kings XI Punjab,Delhi Daredevils,1.0,108.0
,425,Delhi Daredevils,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,0.0,246.0
,428,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,0.0,224.0
,431,Pune Warriors,Pune Warriors,Sunrisers Hyderabad,Sunrisers Hyderabad,0.0,239.0
,432,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,1.0,157.0
,433,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,0.0,213.0
,434,Royal Challengers Bangalore,Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,0.0,252.0
,437,Deccan Chargers,Chennai Super Kings,Deccan Chargers,Deccan Chargers,0.0,236.0
,440,Kings XI Punjab,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,0.0,226.0
,441,Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,Sunrisers Hyderabad,0.0,249.0
,442,Rajasthan Royals,Rajasthan Royals,Deccan Chargers,Rajasthan Royals,0.0,223.0
,443,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,0.0,242.0
,445,Delhi Daredevils,Delhi Daredevils,Chennai Super Kings,Delhi Daredevils,0.0,204.0
,446,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,0.0,249.0
,447,Chennai Super Kings,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,0.0,246.0
,449,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,0.0,240.0
,450,Deccan Chargers,Royal Challengers Bangalore,Deccan Chargers,Deccan Chargers,0.0,251.0
,453,Royal Challengers Bangalore,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,0.0,262.0
,454,Delhi Daredevils,Royal Challengers Bangalore,Delhi Daredevils,Royal Challengers Bangalore,0.0,249.0
,456,Kings XI Punjab,Kings XI Punjab,Chennai Super Kings,Kings XI Punjab,0.0,234.0
,457,Kochi Tuskers Kerala,Mumbai Indians,Kochi Tuskers Kerala,Kochi Tuskers Kerala,0.0,247.0
,464,Kings XI Punjab,Kings XI Punjab,Chennai Super Kings,Kings XI Punjab,0.0,238.0
,465,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,0.0,249.0
,466,Mumbai Indians,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,0.0,233.0
,467,Royal Challengers Bangalore,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,0.0,240.0
,468,Mumbai Indians,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,0.0,204.0
,470,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,Mumbai Indians,0.0,248.0
,472,Delhi Daredevils,Delhi Daredevils,Gujarat Lions,Delhi Daredevils,0.0,234.0
,476,Chennai Super Kings,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,0.0,238.0
,477,Chennai Super Kings,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,0.0,241.0
,479,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,Rajasthan Royals,0.0,255.0
,480,Pune Warriors,Delhi Daredevils,Pune Warriors,Delhi Daredevils,0.0,251.0
,481,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,0.0,234.0
,486,Royal Challengers Bangalore,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,0.0,232.0
,488,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,0.0,250.0
,490,Mumbai Indians,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,0.0,228.0
,493,Delhi Daredevils,Mumbai Indians,Delhi Daredevils,Mumbai Indians,0.0,250.0
,494,Royal Challengers Bangalore,Rising Pune Supergiant,Royal Challengers Bangalore,Rising Pune Supergiant,0.0,245.0
,498,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,0.0,233.0
,499,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,Mumbai Indians,0.0,241.0
,500,Sunrisers Hyderabad,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,0.0,225.0
,501,Rising Pune Supergiant,Rising Pune Supergiant,Delhi Daredevils,Delhi Daredevils,0.0,226.0
,502,Rajasthan Royals,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,0.0,227.0
,506,Delhi Daredevils,Mumbai Indians,Delhi Daredevils,Mumbai Indians,0.0,237.0
,507,Royal Challengers Bangalore,Royal Challengers Bangalore,Deccan Chargers,Royal Challengers Bangalore,0.0,240.0
,508,Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,0.0,238.0
,510,Kolkata Knight Riders,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,0.0,242.0
,512,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,Chennai Super Kings,0.0,244.0
,513,Royal Challengers Bangalore,Gujarat Lions,Royal Challengers Bangalore,Royal Challengers Bangalore,0.0,240.0
,514,Mumbai Indians,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,0.0,207.0
,515,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,Kings XI Punjab,0.0,250.0
,517,Kolkata Knight Riders,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,0.0,245.0
,518,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,0.0,218.0
,519,Royal Challengers Bangalore,Royal Challengers Bangalore,Delhi Daredevils,,0.0,130.0
,520,Delhi Daredevils,Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,0.0,236.0
,521,Royal Challengers Bangalore,Deccan Chargers,Royal Challengers Bangalore,Deccan Chargers,0.0,247.0
,524,Kolkata Knight Riders,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,0.0,243.0
,527,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,0.0,244.0
,531,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,0.0,256.0
,533,Royal Challengers Bangalore,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,0.0,232.0
,534,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,0.0,233.0
,535,Mumbai Indians,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,0.0,237.0
,537,Rajasthan Royals,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,0.0,239.0
,538,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,0.0,244.0
,541,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,,0.0,258.0
,542,Mumbai Indians,Chennai Super Kings,Mumbai Indians,Mumbai Indians,0.0,247.0
,543,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,0.0,247.0
,544,Rajasthan Royals,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,0.0,234.0
,545,Royal Challengers Bangalore,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,0.0,237.0
,547,Chennai Super Kings,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,0.0,247.0
,548,Deccan Chargers,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,0.0,250.0
,549,Delhi Daredevils,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,0.0,249.0
,551,Royal Challengers Bangalore,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,0.0,242.0
,552,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,0.0,250.0
,556,Mumbai Indians,Kings XI Punjab,Mumbai Indians,Mumbai Indians,0.0,225.0
,557,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,0.0,251.0
,558,Rajasthan Royals,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,0.0,248.0
,560,Rising Pune Supergiants,Rising Pune Supergiants,Royal Challengers Bangalore,Royal Challengers Bangalore,0.0,254.0
,561,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,Mumbai Indians,0.0,252.0
,562,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,0.0,253.0
,563,Royal Challengers Bangalore,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,0.0,181.0
,565,Mumbai Indians,Mumbai Indians,Chennai Super Kings,Mumbai Indians,0.0,250.0
,566,Royal Challengers Bangalore,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,0.0,251.0
,567,Rising Pune Supergiant,Rising Pune Supergiant,Kings XI Punjab,Rising Pune Supergiant,0.0,171.0
,568,Kings XI Punjab,Kings XI Punjab,Delhi Daredevils,Kings XI Punjab,0.0,200.0
,569,Mumbai Indians,Chennai Super Kings,Mumbai Indians,Mumbai Indians,0.0,230.0
,570,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,0.0,239.0
,578,Delhi Daredevils,Royal Challengers Bangalore,Delhi Daredevils,Royal Challengers Bangalore,0.0,244.0
,579,Royal Challengers Bangalore,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,0.0,237.0
,580,Kolkata Knight Riders,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,0.0,244.0
,581,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,0.0,250.0
,583,Mumbai Indians,Rising Pune Supergiants,Mumbai Indians,Mumbai Indians,0.0,240.0
,584,Kings XI Punjab,Kings XI Punjab,Sunrisers Hyderabad,Sunrisers Hyderabad,0.0,243.0
,585,Pune Warriors,Pune Warriors,Mumbai Indians,Mumbai Indians,0.0,248.0
,590,Rajasthan Royals,Deccan Chargers,Rajasthan Royals,Rajasthan Royals,0.0,248.0
,591,Delhi Daredevils,Delhi Daredevils,Mumbai Indians,Mumbai Indians,0.0,230.0
,595,Kolkata Knight Riders,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,0.0,244.0
,598,Rajasthan Royals,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,0.0,241.0
,603,Kings XI Punjab,Kings XI Punjab,Mumbai Indians,Mumbai Indians,0.0,247.0
,605,Delhi Daredevils,Kings XI Punjab,Delhi Daredevils,Kings XI Punjab,0.0,251.0
,606,Delhi Daredevils,Delhi Daredevils,Mumbai Indians,Mumbai Indians,0.0,211.0
,607,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,0.0,249.0
,609,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,0.0,211.0
,610,Chennai Super Kings,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,0.0,253.0
,612,Royal Challengers Bangalore,Royal Challengers Bangalore,Delhi Daredevils,Royal Challengers Bangalore,0.0,234.0
,614,Rajasthan Royals,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,0.0,249.0
,616,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,0.0,246.0
,617,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,0.0,231.0
,618,Delhi Daredevils,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,0.0,248.0
,619,Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,0.0,239.0
,620,Rising Pune Supergiant,Rising Pune Supergiant,Sunrisers Hyderabad,Rising Pune Supergiant,0.0,245.0
,621,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,0.0,239.0
,622,Delhi Daredevils,Gujarat Lions,Delhi Daredevils,Delhi Daredevils,0.0,229.0
,623,Royal Challengers Bangalore,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,0.0,238.0
,626,Gujarat Lions,Gujarat Lions,Rising Pune Supergiant,Gujarat Lions,0.0,236.0
,629,Kings XI Punjab,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,0.0,246.0
,630,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,0.0,245.0
,631,Sunrisers Hyderabad,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,0.0,246.0
,636,Chennai Super Kings,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,0.0,244.0
,637,Rising Pune Supergiant,Rising Pune Supergiant,Mumbai Indians,Rising Pune Supergiant,0.0,247.0
,638,Kolkata Knight Riders,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,0.0,232.0
,639,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,0.0,249.0
,641,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,0.0,256.0
,642,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,0.0,243.0
,643,Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,0.0,212.0
,644,Delhi Capitals,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,0.0,252.0
,646,Pune Warriors,Chennai Super Kings,Pune Warriors,Chennai Super Kings,0.0,245.0
,647,Delhi Daredevils,Kings XI Punjab,Delhi Daredevils,Kings XI Punjab,0.0,244.0
,651,Kings XI Punjab,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,0.0,253.0
,652,Mumbai Indians,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,0.0,136.0
,653,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,0.0,248.0
,654,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,0.0,246.0
,655,Kings XI Punjab,Kings XI Punjab,Chennai Super Kings,Kings XI Punjab,0.0,222.0
,661,Deccan Chargers,Delhi Daredevils,Deccan Chargers,Delhi Daredevils,0.0,247.0
,663,Mumbai Indians,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,0.0,245.0
,664,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,0.0,100.0
,665,Sunrisers Hyderabad,Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,0.0,245.0
,669,Chennai Super Kings,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,0.0,239.0
,672,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,0.0,248.0
,675,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,0.0,126.0
,676,Rajasthan Royals,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,0.0,253.0
,678,Rajasthan Royals,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,0.0,171.0
,679,Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,0.0,249.0
,680,Delhi Daredevils,Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,0.0,243.0
,681,Kolkata Knight Riders,Gujarat Lions,Kolkata Knight Riders,Kolkata Knight Riders,0.0,218.0
,684,Mumbai Indians,Delhi Daredevils,Mumbai Indians,Delhi Daredevils,0.0,255.0
,685,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,0.0,242.0
,687,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,Mumbai Indians,0.0,242.0
,688,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,Mumbai Indians,0.0,251.0
,689,Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,1.0,186.0
,690,Rajasthan Royals,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,0.0,240.0
,691,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,0.0,243.0
,694,Chennai Super Kings,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,0.0,245.0
,695,Royal Challengers Bangalore,Royal Challengers Bangalore,Deccan Chargers,Deccan Chargers,0.0,247.0
,697,Delhi Daredevils,Mumbai Indians,Delhi Daredevils,Mumbai Indians,0.0,252.0
,699,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,0.0,239.0
,700,Kings XI Punjab,Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,0.0,240.0
,701,Kings XI Punjab,Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,0.0,242.0
,705,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,0.0,246.0
,706,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,1.0,197.0
,707,Sunrisers Hyderabad,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,0.0,228.0
,708,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,Mumbai Indians,0.0,257.0
,709,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,0.0,250.0
,712,Sunrisers Hyderabad,Sunrisers Hyderabad,Rising Pune Supergiant,Rising Pune Supergiant,0.0,246.0
,713,Kings XI Punjab,Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,0.0,238.0
,714,Kings XI Punjab,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,0.0,245.0
,715,Delhi Daredevils,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,0.0,234.0
,720,Royal Challengers Bangalore,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,0.0,127.0
,721,Chennai Super Kings,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,0.0,214.0
,723,Gujarat Lions,Mumbai Indians,Gujarat Lions,Gujarat Lions,0.0,251.0
,724,Royal Challengers Bangalore,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,0.0,247.0
,726,Royal Challengers Bangalore,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,0.0,195.0
,727,Delhi Daredevils,Delhi Daredevils,Kings XI Punjab,Delhi Daredevils,0.0,212.0
,728,Kings XI Punjab,Kings XI Punjab,Pune Warriors,Kings XI Punjab,0.0,244.0
,730,Mumbai Indians,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,0.0,250.0
,731,Kolkata Knight Riders,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,0.0,221.0
,735,Royal Challengers Bangalore,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,0.0,255.0
,736,Deccan Chargers,Deccan Chargers,Chennai Super Kings,Chennai Super Kings,0.0,233.0
,738,Delhi Daredevils,Delhi Daredevils,Sunrisers Hyderabad,Delhi Daredevils,0.0,247.0
,739,Kings XI Punjab,Kings XI Punjab,Delhi Daredevils,Kings XI Punjab,0.0,238.0
,742,Mumbai Indians,Mumbai Indians,Deccan Chargers,Mumbai Indians,0.0,232.0
,744,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,Mumbai Indians,0.0,246.0
,745,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,0.0,239.0
,746,Deccan Chargers,Deccan Chargers,Delhi Daredevils,Delhi Daredevils,0.0,249.0
,747,Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,0.0,244.0
,749,Mumbai Indians,Mumbai Indians,Rising Pune Supergiant,Rising Pune Supergiant,0.0,245.0
,751,Delhi Daredevils,Delhi Daredevils,Mumbai Indians,Delhi Daredevils,0.0,241.0
,752,Delhi Daredevils,Sunrisers Hyderabad,Delhi Daredevils,Delhi Daredevils,0.0,237.0
,753,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,0.0,244.0
,754,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,Delhi Daredevils,0.0,142.0
,755,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,Kings XI Punjab,0.0,248.0
,756,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,0.0,251.0
