Season,Kings XI Punjab
2015,Virender Sehwag
2015,Wriddhiman Saha
2015,Rishi Dhawan
2015,Shaun Marsh
2015,George Bailey
2015,Murali Vijay
2015,Anureet Singh
2015,Thisara Perera
2015,David Miller
2015,Manan Vohra
2015,Glenn Maxwell
2015,Gurkeerat Singh
2015,Parvinder Awana
2015,Mitchell Johnson
2015,Sandeep Sharma
2015,Axar Patel
2015,Beuran Hendricks
2015,Karanveer Singh
2015,Shardul Thakur
2015,Shivam Sharma
2015,Nikhil Naik
2015,Yogesh Golwalkar
