Season,Mumbai Indians,Pts,Mat,Wkts,Dots,4s,6s,Catches,Stumpings
2017,Ambati Rayudu,35.5,5.0,0.0,0.0,7.0,3.0,3.0,0.0
2017,Asela Gunaratne,,,,,,,,
2017,Deepak Punia,,,,,,,,
2017,Harbhajan Singh,132.5,11.0,8.0,96.0,0.0,1.0,2.0,0.0
2017,Hardik Pandya,193.5,17.0,6.0,45.0,11.0,20.0,12.0,0.0
2017,Ishan Kishan,125.5,11.0,0.0,0.0,29.0,13.0,3.0,0.0
2017,Jagadeesha Suchith,,,,,,,,
2017,Jasprit Bumrah,200.5,16.0,20.0,122.0,0.0,1.0,2.0,0.0
2017,Jitesh Sharma,,,,,,,,
2017,Jos Buttler,122.5,10.0,0.0,0.0,27.0,15.0,1.0,0.0
2017,Karn Sharma,147.5,9.0,13.0,75.0,5.0,2.0,3.0,0.0
2017,Kieron Pollard,179.5,17.0,0.0,0.0,26.0,22.0,15.0,0.0
2017,Krishnappa Gowtham,,,,,,,,
2017,Krunal Pandya,198.5,13.0,10.0,74.0,24.0,7.0,2.0,0.0
2017,Kulwant Khejroliya,,,,,,,,
2017,Lasith Malinga,134.5,12.0,11.0,90.0,0.0,1.0,1.0,0.0
2017,Lendl Simmons,58.0,7.0,0.0,0.0,10.0,8.0,2.0,0.0
2017,Mitchell Johnson,88.0,5.0,7.0,55.0,1.0,1.0,1.0,0.0
2017,Mitchell McClenaghan,191.5,14.0,19.0,119.0,0.0,1.0,1.0,0.0
2017,Nicholas Pooran,,,,,,,,
2017,Nitish Rana,129.5,13.0,0.0,0.0,24.0,17.0,4.0,0.0
2017,Parthiv Patel,170.5,16.0,0.0,0.0,49.0,8.0,6.0,2.0
2017,Rohit Sharma,134.0,17.0,0.0,0.0,31.0,9.0,10.0,0.0
2017,Saurabh Tiwary,22.5,1.0,0.0,0.0,9.0,0.0,0.0,0.0
2017,Shreyas Gopal,,,,,,,,
2017,Siddhesh Lad,,,,,,,,
2017,Tim Southee,37.5,3.0,3.0,21.0,0.0,1.0,1.0,0.0
2017,Vinay Kumar,13.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0
