Season,Kolkata Knight Riders
2011,Lakshmipathy Balaji
2011,Gautam Gambhir
2011,Manoj Tiwary
2011,Pradeep Sangwan
2011,Rajat Bhatia
2011,Iqbal Abdulla
2011,Laxmi Ratan Shukla
2011,Brett Lee
2011,Jacques Kallis
2011,Mark Boucher
2011,Shreevats Goswami
2011,Yusuf Pathan
2011,Manvinder Bisla
2011,Eoin Morgan
2011,Sarabjit Ladda
2011,Jaydev Unadkat
2011,Brad Haddin
2011,James Pattinson
2011,Mohammed Shami
2011,Ryan ten Doeschate
2011,Shakib Al Hasan
