Season,Kings XI Punjab,Pts,Mat,Wkts,Dots,4s,6s,Catches,Stumpings
2008,Ajitesh Argal,,,,,,,,
2008,Azhar Mehmood,,,,,,,,
2008,Brett Lee,74.0,4.0,4.0,44.0,2.0,1.0,3.0,0.0
2008,Fidel Edwards,,,,,,,,
2008,Gagandeep Singh,,,,,,,,
2008,Irfan Pathan,259.0,14.0,15.0,153.0,9.0,6.0,4.0,0.0
2008,James Hopes,180.5,11.0,7.0,53.0,27.0,8.0,3.0,0.0
2008,Karan Goel,38.5,7.0,0.0,2.0,7.0,4.0,2.0,0.0
2008,Kumar Sangakkara,140.5,10.0,0.0,0.0,41.0,8.0,4.0,0.0
2008,Kyle Mills,,,,,,,,
2008,Luke Pomersbach,66.5,5.0,0.0,0.0,13.0,9.0,1.0,0.0
2008,Mahela Jayawardene,69.5,13.0,0.0,0.0,15.0,7.0,3.0,0.0
2008,Nitin Saini,,,,,,,,
2008,Pankaj Dharmani,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2008,Piyush Chawla,222.0,15.0,17.0,112.0,10.0,3.0,6.0,0.0
2008,Ramesh Powar,59.0,5.0,3.0,30.0,4.0,1.0,2.0,0.0
2008,Ramnaresh Sarwan,21.0,4.0,0.0,0.0,6.0,1.0,1.0,0.0
2008,Rishi Dhawan,,,,,,,,
2008,Sahil Kukreja,,,,,,,,
2008,Shaun Marsh,246.0,11.0,0.0,0.0,59.0,26.0,3.0,0.0
2008,Simon Katich,34.5,2.0,0.0,0.0,11.0,2.0,0.0,0.0
2008,Sreesanth,204.5,15.0,19.0,133.0,0.0,0.0,2.0,0.0
2008,Sunny Sohal,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2008,Tanmay Srivastava,5.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0
2008,Uday Kaul,5.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0
2008,V. R. V. Singh,136.0,13.0,11.0,95.0,1.0,0.0,0.0,0.0
2008,Wilkin Mota,16.5,4.0,1.0,3.0,2.0,0.0,2.0,0.0
2008,Yuvraj Singh,171.0,15.0,3.0,14.0,24.0,19.0,8.0,0.0
