Season,Mumbai Indians,Pts,Mat,Wkts,Dots,4s,6s,Catches,Stumpings
2019,Adam Milne,,,,,,,,
2019,Aditya Tare,,,,,,,,
2019,Alzarri Joseph,53.5,3.0,6.0,25.0,2.0,0.0,1.0,0.0
2019,Anmolpreet Singh,,,,,,,,
2019,Anukul Roy,7.5,1.0,1.0,4.0,0.0,0.0,0.0,0.0
2019,Barinder Sran,7.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0
2019,Ben Cutting,11.5,3.0,1.0,2.0,1.0,1.0,0.0,0.0
2019,Beuran Hendricks,,,,,,,,
2019,Evin Lewis,24.5,3.0,0.0,0.0,4.0,2.0,3.0,0.0
2019,Hardik Pandya,342.0,16.0,14.0,94.0,28.0,29.0,11.0,0.0
2019,Ishan Kishan,39.0,7.0,0.0,0.0,8.0,4.0,2.0,0.0
2019,Jason Behrendorff,71.5,5.0,5.0,54.0,0.0,0.0,0.0,0.0
2019,Jasprit Bumrah,240.5,16.0,19.0,169.0,0.0,0.0,2.0,0.0
2019,Jayant Yadav,25.5,2.0,1.0,17.0,0.0,0.0,2.0,0.0
2019,Kieron Pollard,132.0,16.0,0.0,0.0,14.0,22.0,8.0,0.0
2019,Krunal Pandya,211.0,16.0,12.0,94.0,18.0,5.0,5.0,0.0
2019,Lasith Malinga,149.5,12.0,16.0,91.0,0.0,0.0,1.0,0.0
2019,Mayank Markande,17.0,3.0,1.0,11.0,1.0,0.0,0.0,0.0
2019,Mitchell McClenaghan,60.5,5.0,3.0,45.0,2.0,0.0,0.0,0.0
2019,Pankaj Jaiswal,,,,,,,,
2019,Quinton de Kock,247.5,16.0,0.0,0.0,45.0,25.0,17.0,2.0
2019,Rahul Chahar,183.0,13.0,13.0,125.0,2.0,0.0,3.0,0.0
2019,Rasikh Salam Dar,,,,,,,,
2019,Rohit Sharma,175.0,15.0,0.0,0.0,52.0,10.0,4.0,0.0
2019,Siddhesh Lad,6.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
2019,Suryakumar Yadav,170.0,16.0,0.0,0.0,45.0,10.0,9.0,0.0
2019,Yuvraj Singh,38.5,4.0,0.0,0.0,7.0,6.0,0.0,0.0
