Season,Royal Challengers Bangalore,Pts,Mat,Wkts,Dots,4s,6s,Catches,Stumpings
2019,AB de Villiers,183.5,13.0,0.0,0.0,31.0,26.0,6.0,0.0
2019,Akshdeep Nath,22.0,8.0,0.0,0.0,5.0,2.0,1.0,0.0
2019,Colin de Grandhomme,21.5,4.0,0.0,2.0,4.0,2.0,1.0,0.0
2019,Dale Steyn,34.0,2.0,4.0,20.0,0.0,0.0,0.0,0.0
2019,Devdutt Padikkal,,,,,,,,
2019,Gurkeerat Singh,37.0,3.0,0.0,0.0,11.0,2.0,1.0,0.0
2019,Heinrich Klaasen,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Himmat Singh,,,,,,,,
2019,Kulwant Khejroliya,13.5,2.0,1.0,10.0,0.0,0.0,0.0,0.0
2019,Marcus Stoinis,114.0,10.0,2.0,32.0,14.0,10.0,2.0,0.0
2019,Milind Kumar,,,,,,,,
2019,Moeen Ali,186.0,11.0,6.0,63.0,16.0,17.0,1.0,0.0
2019,Mohammed Siraj,98.5,9.0,7.0,69.0,0.0,0.0,2.0,0.0
2019,Nathan Coulter-Nile,,,,,,,,
2019,Navdeep Saini,187.0,13.0,11.0,141.0,0.0,0.0,3.0,0.0
2019,Parthiv Patel,175.0,14.0,0.0,0.0,48.0,10.0,6.0,2.0
2019,Pawan Negi,45.5,7.0,3.0,25.0,1.0,0.0,3.0,0.0
2019,Prayas Ray Barman,7.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0
2019,Shimron Hetmyer,42.0,5.0,0.0,0.0,4.0,7.0,3.0,0.0
2019,Shivam Dube,18.5,4.0,0.0,3.0,1.0,3.0,1.0,0.0
2019,Tim Southee,30.0,3.0,1.0,19.0,0.0,0.0,3.0,0.0
2019,Umesh Yadav,137.0,11.0,8.0,88.0,3.0,1.0,4.0,0.0
2019,Virat Kohli,173.0,14.0,0.0,0.0,46.0,13.0,5.0,0.0
2019,Washington Sundar,40.0,3.0,4.0,21.0,0.0,0.0,2.0,0.0
2019,Yuzvendra Chahal,187.5,14.0,18.0,117.0,0.0,0.0,3.0,0.0
