Match_ID,Season,Date,Team1,Team2,Toss_Winner,Toss_Decision,result,DL_Method,Winner,Win_By_Runs,Win_By_Wicket,Man_Of_The_Match,Venue,Umpire1,Umpire2,Umpire3,Total_Balls,Team1_Strength,Team2_Strength,Team1_Strength,Team2_Strength
102,2013,4/13/13,Mumbai Indians,Pune Warriors India,Mumbai Indians,bat,Normal,0,Mumbai Indians,41.0,,RG Sharma,Wankhede Stadium,S Ravi,SJA Taufel,,247,2226.5,1425.0,185.54166666666666,712.5
103,2014,4/27/14,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,bat,Normal,0,Chennai Super Kings,,5.0,DR Smith,Sharjah Cricket Stadium,AK Chaudhary,VA Kulkarni,,240,500.5,924.0,71.5,59.61290322580645
104,2019,4/13/19,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Normal,0,Royal Challengers Bangalore,,8.0,AB de Villiers,"Punjab Cricket Association IS Bindra Stadium, Mohali",UV Gandhe,S Ravi,,242,491.1666666666667,503.0,122.79166666666667,137.1818181818182
105,2016,4/23/16,Sunrisers Hyderabad,Kings XI Punjab,Sunrisers Hyderabad,field,Normal,0,Sunrisers Hyderabad,,5.0,Mustafizur Rahman,"Rajiv Gandhi International Stadium, Uppal",AK Chaudhary,CK Nandan,,235,590.8333333333334,626.75,104.26470588235294,41.78333333333333
106,2017,4/23/17,Gujarat Lions,Kings XI Punjab,Gujarat Lions,field,Normal,0,Kings XI Punjab,26.0,,HM Amla,Saurashtra Cricket Association Stadium,AK Chaudhary,M Erasmus,,245,427.5,356.25,256.5,45.96774193548387
107,2013,5/5/13,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,Normal,0,Mumbai Indians,60.0,,MG Johnson,Wankhede Stadium,HDPK Dharmasena,CK Nandan,,220,278.3125,301.64285714285717,28.915584415584416,32.48461538461538
108,2013,4/4/13,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,Normal,0,Royal Challengers Bangalore,2.0,,CH Gayle,M Chinnaswamy Stadium,VA Kulkarni,C Shamshuddin,,247,361.5,556.625,38.45744680851064,47.37234042553192
109,2018,5/12/18,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,field,Normal,0,Kolkata Knight Riders,31.0,,SP Narine,Holkar Cricket Stadium,VK Sharma,CK Nandan,,251,379.625,406.4,29.774509803921568,36.285714285714285
110,2010,4/18/10,Delhi Daredevils,Deccan Chargers,Deccan Chargers,bat,Normal,0,Deccan Chargers,11.0,,A Symonds,Feroz Shah Kotla,BR Doctrove,SK Tarapore,,244,208.41666666666666,324.0,78.15625,231.42857142857142
111,2008,5/14/08,Mumbai Indians,Chennai Super Kings,Mumbai Indians,field,Normal,0,Mumbai Indians,,9.0,ST Jayasuriya,Wankhede Stadium,BR Doctrove,AM Saheba,,221,489.8333333333333,543.5,27.212962962962962,37.05681818181818
112,2017,4/12/17,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,field,Normal,0,Mumbai Indians,,4.0,JJ Bumrah,Wankhede Stadium,Nitin Menon,CK Nandan,,239,1790.0,1461.5,179.0,292.3
113,2011,5/19/11,Pune Warriors India,Kolkata Knight Riders,Kolkata Knight Riders,field,Normal,0,Kolkata Knight Riders,,7.0,YK Pathan,Dr DY Patil Sports Academy,S Ravi,SJA Taufel,,227,217.91666666666666,308.3,81.71875,23.356060606060606
114,2012,5/1/12,Deccan Chargers,Pune Warriors India,Deccan Chargers,bat,Normal,0,Deccan Chargers,13.0,,KC Sangakkara,Barabati Stadium,Aleem Dar,AK Chaudhary,,246,369.25,202.25,70.33333333333333,75.84375
115,2013,5/7/13,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,Normal,0,Mumbai Indians,65.0,,SR Tendulkar,Wankhede Stadium,HDPK Dharmasena,S Ravi,,236,247.38888888888889,231.28571428571428,26.194117647058825,18.191011235955056
116,2018,5/18/18,Delhi Daredevils,Chennai Super Kings,Chennai Super Kings,field,Normal,0,Delhi Daredevils,34.0,,HV Patel,Feroz Shah Kotla,VA Kulkarni,HDPK Dharmasena,,246,265.5,330.1666666666667,20.7421875,38.84313725490196
117,2011,5/1/11,Rajasthan Royals,Pune Warriors India,Rajasthan Royals,field,Normal,0,Rajasthan Royals,,6.0,LRPL Taylor,Sawai Mansingh Stadium,SK Tarapore,SJA Taufel,,241,237.6,326.875,28.975609756097562,87.16666666666667
118,2010,4/3/10,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,Normal,0,Chennai Super Kings,23.0,,M Vijay,"MA Chidambaram Stadium, Chepauk",RE Koertzen,RB Tiffin,,247,228.3125,221.58333333333334,49.36486486486486,36.93055555555556
119,2013,4/10/13,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,Normal,0,Chennai Super Kings,,10.0,MEK Hussey,"Punjab Cricket Association Stadium, Mohali",Aleem Dar,C Shamshuddin,,227,1389.0,2111.5,231.5,234.61111111111111
120,2018,4/24/18,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,field,Normal,0,Sunrisers Hyderabad,31.0,,Rashid Khan,Wankhede Stadium,C Shamshuddin,S Ravi,,230,613.0,615.8333333333334,61.3,115.46875
121,2015,4/22/15,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,field,Normal,0,Chennai Super Kings,27.0,,SK Raina,M Chinnaswamy Stadium,JD Cloete,C Shamshuddin,,244,559.5,710.1666666666666,54.145161290322584,81.9423076923077
122,2019,3/28/19,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,field,Normal,0,Mumbai Indians,6.0,,JJ Bumrah,M.Chinnaswamy Stadium,CK Nandan,S Ravi,,248,1509.0,1961.0,301.8,653.6666666666666
123,2017,4/5/17,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Normal,0,Sunrisers Hyderabad,35.0,,Yuvraj Singh,"Rajiv Gandhi International Stadium, Uppal",AY Dandekar,NJ Llong,,248,365.375,226.7,56.21153846153846,26.36046511627907
124,2016,4/18/16,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,field,Normal,0,Sunrisers Hyderabad,,7.0,DA Warner,"Rajiv Gandhi International Stadium, Uppal",HDPK Dharmasena,VK Sharma,,234,886.25,768.5,161.13636363636363,102.46666666666667
125,2019,4/22/19,Rajasthan Royals,Delhi Daredevils,Delhi Daredevils,field,Normal,0,Delhi Daredevils,,6.0,RR Pant,Sawai Mansingh Stadium,A Nand Kishore,S Ravi,,241,269.7,362.5,56.1875,62.5
126,2014,4/26/14,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,field,Normal,0,Kings XI Punjab,23.0,,Sandeep Sharma,Sheikh Zayed Stadium,HDPK Dharmasena,RK Illingworth,,237,859.75,677.1666666666666,49.128571428571426,54.9054054054054
127,2012,5/12/12,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,field,Normal,0,Chennai Super Kings,,9.0,BW Hilfenhaus,"MA Chidambaram Stadium, Chepauk",S Das,BR Doctrove,,218,266.42857142857144,226.78571428571428,34.53703703703704,28.348214285714285
128,2008,5/3/08,Royal Challengers Bangalore,Deccan Chargers,Deccan Chargers,field,Normal,0,Royal Challengers Bangalore,3.0,,P Kumar,M Chinnaswamy Stadium,BR Doctrove,SL Shastri,,244,212.08333333333334,271.7,14.970588235294118,43.82258064516129
129,2015,5/12/15,Delhi Daredevils,Chennai Super Kings,Chennai Super Kings,bat,Normal,0,Delhi Daredevils,,6.0,Z Khan,Shaheed Veer Narayan Singh International Stadium,RK Illingworth,VA Kulkarni,,220,235.08333333333334,426.1,26.12037037037037,50.726190476190474
130,2009,4/30/09,Deccan Chargers,Delhi Daredevils,Delhi Daredevils,field,Normal,0,Delhi Daredevils,,6.0,DP Nannes,SuperSport Park,GAV Baxter,AM Saheba,,243,572.6666666666666,55.333333333333336,114.53333333333333,4.486486486486487
131,2015,5/1/15,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,Normal,0,Mumbai Indians,8.0,,AT Rayudu,Wankhede Stadium,HDPK Dharmasena,CK Nandan,,253,487.25,297.0,43.31111111111111,34.53488372093023
132,2012,4/21/12,Delhi Daredevils,Pune Warriors India,Delhi Daredevils,field,Normal,0,Pune Warriors India,20.0,,SC Ganguly,Feroz Shah Kotla,Asad Rauf,S Das,,252,529.1666666666666,303.375,63.5,173.35714285714286
133,2009,4/23/09,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,field,tie,0,,,,YK Pathan,Newlands,MR Benson,M Erasmus,,267,1091.0,572.5,36.36666666666667,42.407407407407405
134,2011,4/20/11,Kolkata Knight Riders,Kochi Tuskers Kerala,Kolkata Knight Riders,field,Normal,0,Kochi Tuskers Kerala,6.0,,DPMD Jayawardene,Eden Gardens,Aleem Dar,RB Tiffin,,245,513.8333333333334,446.1666666666667,61.66,446.1666666666667
135,2014,4/17/14,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Normal,0,Royal Challengers Bangalore,,8.0,YS Chahal,Sharjah Cricket Stadium,Aleem Dar,S Ravi,,230,1116.5,1436.5,79.75,89.78125
136,2012,4/16/12,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,Normal,0,Delhi Daredevils,,7.0,S Nadeem,Wankhede Stadium,BF Bowden,SK Tarapore,,215,879.0,1587.5,103.41176470588235,93.38235294117646
137,2009,4/21/09,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,Normal,1,Kolkata Knight Riders,11.0,,CH Gayle,Kingsmead,DJ Harper,SD Ranade,,187,1257.5,545.5,44.910714285714285,45.458333333333336
138,2016,4/17/16,Kings XI Punjab,Rising Pune Supergiant,Rising Pune Supergiant,bat,Normal,0,Kings XI Punjab,,6.0,M Vohra,"Punjab Cricket Association IS Bindra Stadium, Mohali",S Ravi,C Shamshuddin,,237,626.75,575.75,69.63888888888889,287.875
139,2008,4/23/08,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,Normal,0,Chennai Super Kings,6.0,,ML Hayden,"MA Chidambaram Stadium, Chepauk",DJ Harper,GA Pratapkumar,,255,1630.5,1469.5,74.11363636363636,58.78
140,2014,4/23/14,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,field,Normal,0,Chennai Super Kings,7.0,,RA Jadeja,Dubai International Cricket Stadium,HDPK Dharmasena,RK Illingworth,,248,689.75,1848.0,53.05769230769231,66.0
141,2019,3/24/19,Mumbai Indians,Delhi Daredevils,Mumbai Indians,field,Normal,0,Delhi Daredevils,37.0,,RR Pant,Wankhede Stadium,YC Barde,S Ravi,,246,1961.0,1812.5,490.25,453.125
142,2012,5/17/12,Delhi Daredevils,Royal Challengers Bangalore,Delhi Daredevils,field,Normal,0,Royal Challengers Bangalore,21.0,,CH Gayle,Feroz Shah Kotla,HDPK Dharmasena,C Shamshuddin,,248,226.78571428571428,286.8333333333333,25.1984126984127,27.758064516129032
143,2008,5/17/08,Delhi Daredevils,Kings XI Punjab,Delhi Daredevils,bat,Normal,1,Kings XI Punjab,6.0,,DPMD Jayawardene,Feroz Shah Kotla,AV Jayaprakash,RE Koertzen,,123,371.0,418.125,24.327868852459016,26.1328125
144,2011,5/15/11,Kochi Tuskers Kerala,Rajasthan Royals,Kochi Tuskers Kerala,field,Normal,0,Kochi Tuskers Kerala,,8.0,BJ Hodge,Holkar Cricket Stadium,PR Reiffel,RJ Tucker,,161,223.08333333333334,297.0,223.08333333333334,23.76
145,2015,5/19/15,Chennai Super Kings,Mumbai Indians,Mumbai Indians,bat,Normal,0,Mumbai Indians,25.0,,KA Pollard,Wankhede Stadium,HDPK Dharmasena,RK Illingworth,,248,355.0833333333333,324.8333333333333,34.36290322580645,26.33783783783784
146,2009,5/9/09,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,bat,Normal,0,Chennai Super Kings,,7.0,S Badrinath,De Beers Diamond Oval,GAV Baxter,HDPK Dharmasena,,238,140.9090909090909,88.07692307692308,17.415730337078653,14.49367088607595
147,2016,4/24/16,Rising Pune Supergiant,Kolkata Knight Riders,Kolkata Knight Riders,field,Normal,0,Kolkata Knight Riders,,2.0,SA Yadav,Maharashtra Cricket Association Stadium,CB Gaffaney,A Nand Kishore,,244,575.75,501.8333333333333,287.875,51.91379310344828
148,2018,4/19/18,Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,bat,Normal,0,Kings XI Punjab,15.0,,CH Gayle,"Punjab Cricket Association IS Bindra Stadium, Mohali",NJ Llong,AK Chaudhary,,253,759.25,923.75,63.270833333333336,167.95454545454547
149,2014,5/7/14,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,bat,Normal,0,Kolkata Knight Riders,,8.0,G Gambhir,Feroz Shah Kotla,BNJ Oxenford,C Shamshuddin,,233,159.5,214.9375,12.833333333333334,19.105555555555554
150,2019,4/10/19,Mumbai Indians,Kings XI Punjab,Mumbai Indians,field,Normal,0,Mumbai Indians,,3.0,KA Pollard,Wankhede Stadium,YC Barde,S Ravi,,252,980.5,491.1666666666667,280.14285714285717,184.1875
151,2016,5/27/16,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Normal,0,Sunrisers Hyderabad,,4.0,DA Warner,Feroz Shah Kotla,M Erasmus,CK Nandan,,242,222.625,253.21428571428572,118.73333333333333,39.388888888888886
152,2018,5/7/18,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Normal,0,Sunrisers Hyderabad,5.0,,KS Williamson,"Rajiv Gandhi International Stadium, Uppal",BNJ Oxenford,VK Sharma,,249,230.9375,207.21428571428572,36.22549019607843,18.360759493670887
153,2016,5/11/16,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,Normal,0,Mumbai Indians,,6.0,KH Pandya,M Chinnaswamy Stadium,AY Dandekar,C Shamshuddin,,244,625.3333333333334,256.1666666666667,32.3448275862069,24.79032258064516
154,2009,5/22/09,Delhi Daredevils,Deccan Chargers,Deccan Chargers,field,Normal,0,Deccan Chargers,,6.0,AC Gilchrist,SuperSport Park,BR Doctrove,DJ Harper,,237,23.714285714285715,429.5,2.2739726027397262,61.357142857142854
155,2018,5/14/18,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Normal,0,Royal Challengers Bangalore,,10.0,UT Yadav,Holkar Cricket Stadium,BNJ Oxenford,VK Sharma,,145,303.7,362.625,28.12037037037037,25.44736842105263
156,2008,5/25/08,Deccan Chargers,Royal Challengers Bangalore,Deccan Chargers,bat,Normal,0,Royal Challengers Bangalore,,5.0,R Vinay Kumar,"Rajiv Gandhi International Stadium, Uppal",Asad Rauf,RE Koertzen,,240,226.41666666666666,212.08333333333334,41.166666666666664,17.431506849315067
157,2012,5/4/12,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,bat,Normal,0,Chennai Super Kings,10.0,,SK Raina,"MA Chidambaram Stadium, Chepauk",HDPK Dharmasena,BNJ Oxenford,,245,207.22222222222223,246.16666666666666,22.46987951807229,44.75757575757576
158,2009,5/12/09,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Normal,0,Royal Challengers Bangalore,,6.0,LRPL Taylor,SuperSport Park,M Erasmus,SS Hazare,,248,158.38888888888889,218.2,24.161016949152543,19.836363636363636
159,2016,5/17/16,Rising Pune Supergiant,Delhi Daredevils,Rising Pune Supergiant,field,Normal,1,Rising Pune Supergiant,19.0,,AB Dinda,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Nitin Menon,C Shamshuddin,,193,191.91666666666666,259.8,88.57692307692308,19.388059701492537
160,2015,5/22/15,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,field,Normal,0,Chennai Super Kings,,3.0,A Nehra,JSCA International Stadium Complex,AK Chaudhary,CB Gaffaney,,247,304.35714285714283,239.78571428571428,29.59027777777778,23.978571428571428
161,2008,5/11/08,Deccan Chargers,Kolkata Knight Riders,Kolkata Knight Riders,bat,Normal,0,Kolkata Knight Riders,23.0,,SC Ganguly,"Rajiv Gandhi International Stadium, Uppal",IL Howell,AM Saheba,,252,339.625,293.0,56.604166666666664,22.11320754716981
162,2012,4/28/12,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,bat,Normal,0,Kolkata Knight Riders,47.0,,G Gambhir,Eden Gardens,Asad Rauf,BR Doctrove,,247,531.5,430.25,43.0945945945946,49.17142857142857
163,2019,4/26/19,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,field,Normal,0,Mumbai Indians,46.0,,RG Sharma,"MA Chidambaram Stadium, Chepauk",NJ Llong,AK Chaudhary,,235,488.875,392.2,63.08064516129032,54.47222222222222
164,2011,5/3/11,Deccan Chargers,Kolkata Knight Riders,Deccan Chargers,field,Normal,0,Kolkata Knight Riders,20.0,,YK Pathan,"Rajiv Gandhi International Stadium, Uppal",S Asnani,RJ Tucker,,249,269.5,220.21428571428572,46.2,19.030864197530864
165,2015,4/24/15,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Normal,0,Royal Challengers Bangalore,,9.0,MA Starc,"Sardar Patel Stadium, Motera",M Erasmus,S Ravi,,220,371.25,839.25,53.035714285714285,57.87931034482759
166,2016,5/19/16,Gujarat Lions,Kolkata Knight Riders,Gujarat Lions,field,Normal,0,Gujarat Lions,,6.0,DR Smith,Green Park,AK Chaudhary,CK Nandan,,214,356.2,250.91666666666666,148.41666666666666,21.818840579710145
167,2014,5/10/14,Delhi Daredevils,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Normal,1,Sunrisers Hyderabad,,8.0,DW Steyn,Feroz Shah Kotla,RM Deshpande,BNJ Oxenford,,151,372.1666666666667,500.5,21.471153846153847,53.625
168,2012,4/8/12,Pune Warriors India,Kings XI Punjab,Pune Warriors India,bat,Normal,0,Pune Warriors India,22.0,,MN Samuels,Subrata Roy Sahara Stadium,S Das,SJA Taufel,,248,303.375,270.4,101.125,28.166666666666668
169,2012,5/14/12,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,Normal,0,Chennai Super Kings,,5.0,MEK Hussey,Eden Gardens,JD Cloete,SJA Taufel,,242,265.75,373.0,28.990909090909092,40.54347826086956
170,2013,5/21/13,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,Normal,0,Chennai Super Kings,48.0,,MEK Hussey,Feroz Shah Kotla,NJ Llong,RJ Tucker,,234,234.61111111111111,247.38888888888889,30.164285714285715,28.544871794871796
171,2010,4/4/10,Delhi Daredevils,Royal Challengers Bangalore,Delhi Daredevils,bat,Normal,0,Delhi Daredevils,37.0,,PD Collingwood,Feroz Shah Kotla,BF Bowden,M Erasmus,,244,178.64285714285714,244.42857142857142,27.788888888888888,40.73809523809524
172,2008,5/30/08,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,field,Normal,0,Rajasthan Royals,105.0,,SR Watson,Wankhede Stadium,BF Bowden,RE Koertzen,,223,247.33333333333334,283.35714285714283,18.78481012658228,28.335714285714285
173,2017,4/26/17,Rising Pune Supergiant,Kolkata Knight Riders,Kolkata Knight Riders,field,Normal,0,Kolkata Knight Riders,,7.0,RV Uthappa,Maharashtra Cricket Association Stadium,AY Dandekar,NJ Llong,,239,598.3333333333334,821.75,359.0,53.016129032258064
174,2011,5/5/11,Kochi Tuskers Kerala,Kolkata Knight Riders,Kolkata Knight Riders,field,Normal,0,Kochi Tuskers Kerala,17.0,,BJ Hodge,Nehru Stadium,S Ravi,RJ Tucker,,247,191.21428571428572,192.6875,191.21428571428572,18.351190476190474
175,2016,4/10/16,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,field,Normal,0,Kolkata Knight Riders,,9.0,AD Russell,Eden Gardens,S Ravi,C Shamshuddin,,200,1505.5,1299.0,250.91666666666666,185.57142857142858
176,2008,4/26/08,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,bat,Normal,0,Chennai Super Kings,,9.0,JDP Oram,"MA Chidambaram Stadium, Chepauk",BF Bowden,AV Jayaprakash,,233,815.25,586.0,54.35,39.06666666666667
177,2013,4/23/13,Royal Challengers Bangalore,Pune Warriors India,Pune Warriors India,field,Normal,0,Royal Challengers Bangalore,130.0,,CH Gayle,M Chinnaswamy Stadium,Aleem Dar,C Shamshuddin,,251,451.875,356.25,56.484375,158.33333333333334
178,2015,4/28/15,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,Normal,0,Chennai Super Kings,2.0,,DJ Bravo,"MA Chidambaram Stadium, Chepauk",RM Deshpande,VA Kulkarni,,250,710.1666666666666,370.875,60.871428571428574,42.385714285714286
179,2011,4/18/11,Kochi Tuskers Kerala,Chennai Super Kings,Kochi Tuskers Kerala,field,Normal,1,Kochi Tuskers Kerala,,7.0,BB McCullum,Nehru Stadium,K Hariharan,AL Hill,,196,1338.5,886.5,1338.5,98.5
180,2010,3/19/10,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,field,Normal,0,Deccan Chargers,6.0,,A Symonds,Barabati Stadium,BF Bowden,M Erasmus,,243,810.0,716.75,810.0,716.75
181,2019,4/29/19,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,Normal,0,Sunrisers Hyderabad,45.0,,DA Warner,"Rajiv Gandhi International Stadium, Uppal",CK Nandan,S Ravi,,257,255.08333333333334,245.58333333333334,69.56818181818181,35.9390243902439
182,2008,4/20/08,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,Normal,0,Royal Challengers Bangalore,,5.0,MV Boucher,Wankhede Stadium,SJ Davis,DJ Harper,,246,1469.5,1272.5,63.891304347826086,57.84090909090909
183,2016,4/16/16,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,Normal,0,Kolkata Knight Riders,,8.0,G Gambhir,"Rajiv Gandhi International Stadium, Uppal",AK Chaudhary,CK Nandan,,240,1772.5,1505.5,295.4166666666667,100.36666666666666
184,2015,5/2/15,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,Normal,0,Sunrisers Hyderabad,22.0,,DA Warner,"Rajiv Gandhi International Stadium, Uppal",AK Chaudhary,K Srinivasan,,248,205.14285714285714,304.35714285714283,33.395348837209305,40.97115384615385
185,2012,5/10/12,Deccan Chargers,Delhi Daredevils,Deccan Chargers,bat,Normal,0,Delhi Daredevils,,9.0,DA Warner,"Rajiv Gandhi International Stadium, Uppal",JD Cloete,SJA Taufel,,225,295.4,264.5833333333333,64.21739130434783,31.127450980392158
186,2013,4/26/13,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,bat,Normal,0,Kolkata Knight Riders,,6.0,JH Kallis,Eden Gardens,CK Nandan,S Ravi,,233,404.75,347.25,47.61764705882353,38.583333333333336
187,2011,4/11/11,Kolkata Knight Riders,Deccan Chargers,Kolkata Knight Riders,bat,Normal,0,Kolkata Knight Riders,9.0,,JH Kallis,Eden Gardens,RE Koertzen,SK Tarapore,,247,1541.5,1617.0,220.21428571428572,404.25
188,2014,5/25/14,Mumbai Indians,Rajasthan Royals,Mumbai Indians,field,Normal,0,Mumbai Indians,,5.0,CJ Anderson,Wankhede Stadium,K Srinath,RJ Tucker,,215,284.7,229.91666666666666,19.236486486486488,20.901515151515152
189,2013,5/18/13,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,Normal,0,Kings XI Punjab,50.0,,Azhar Mahmood,Himachal Pradesh Cricket Association Stadium,HDPK Dharmasena,CK Nandan,,242,231.5,278.3125,22.770491803278688,30.92361111111111
190,2011,5/13/11,Kochi Tuskers Kerala,Kings XI Punjab,Kings XI Punjab,field,Normal,0,Kings XI Punjab,,6.0,KD Karthik,Holkar Cricket Stadium,S Asnani,RJ Tucker,,247,267.7,311.7,267.7,27.830357142857142
191,2017,5/7/17,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,Normal,0,Kolkata Knight Riders,,6.0,SP Narine,M Chinnaswamy Stadium,AY Dandekar,C Shamshuddin,,216,188.91666666666666,205.4375,11.807291666666666,18.060439560439562
192,2010,4/16/10,Kings XI Punjab,Deccan Chargers,Deccan Chargers,field,Normal,0,Deccan Chargers,,5.0,RG Sharma,Himachal Pradesh Cricket Association Stadium,M Erasmus,AM Saheba,,247,358.375,405.0,95.56666666666666,324.0
193,2016,4/29/16,Rising Pune Supergiant,Gujarat Lions,Gujarat Lions,field,Normal,0,Gujarat Lions,,3.0,DR Smith,Maharashtra Cricket Association Stadium,CB Gaffaney,BNJ Oxenford,,252,383.8333333333333,445.25,191.91666666666666,254.42857142857142
194,2009,5/5/09,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,field,Normal,0,Rajasthan Royals,78.0,,GC Smith,Kingsmead,SS Hazare,IL Howell,,252,209.58333333333334,104.0909090909091,16.766666666666666,15.684931506849315
195,2011,4/9/11,Deccan Chargers,Rajasthan Royals,Rajasthan Royals,field,Normal,0,Rajasthan Royals,,8.0,SK Trivedi,"Rajiv Gandhi International Stadium, Uppal",RE Koertzen,SK Tarapore,,237,404.25,396.0,89.83333333333333,28.975609756097562
196,2012,5/19/12,Pune Warriors India,Kolkata Knight Riders,Kolkata Knight Riders,bat,Normal,0,Kolkata Knight Riders,34.0,,Shakib Al Hasan,Subrata Roy Sahara Stadium,S Asnani,BR Doctrove,,246,202.25,227.78571428571428,71.38235294117646,23.79850746268657
197,2008,5/18/08,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,Normal,1,Chennai Super Kings,3.0,,M Ntini,Eden Gardens,Asad Rauf,K Hariharan,,175,293.0,407.625,19.21311475409836,33.275510204081634
198,2019,5/4/19,Delhi Daredevils,Rajasthan Royals,Rajasthan Royals,bat,Normal,0,Delhi Daredevils,,5.0,A Mishra,Feroz Shah Kotla,AY Dandekar,IJ Gould,,224,258.92857142857144,192.64285714285714,22.376543209876544,18.729166666666668
199,2012,4/14/12,Pune Warriors India,Chennai Super Kings,Chennai Super Kings,bat,Normal,0,Pune Warriors India,,7.0,JD Ryder,Subrata Roy Sahara Stadium,Aleem Dar,BNJ Oxenford,,243,1213.5,932.5,303.375,155.41666666666666
200,2009,4/18/09,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,field,Normal,0,Mumbai Indians,19.0,,SR Tendulkar,Newlands,BR Doctrove,K Hariharan,,244,1550.0,1433.0,110.71428571428571,102.35714285714286
201,2011,4/14/11,Deccan Chargers,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Normal,0,Deccan Chargers,33.0,,DW Steyn,"Rajiv Gandhi International Stadium, Uppal",RE Koertzen,S Ravi,,250,1617.0,1737.0,231.0,133.6153846153846
202,2015,5/10/15,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,Normal,0,Chennai Super Kings,12.0,,RA Jadeja,"MA Chidambaram Stadium, Chepauk",M Erasmus,CK Nandan,,247,426.1,247.5,41.77450980392157,33.75
203,2008,4/30/08,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Normal,0,Delhi Daredevils,10.0,,GD McGrath,Feroz Shah Kotla,Aleem Dar,I Shivram,,243,742.0,636.25,34.51162790697674,31.8125
204,2012,4/22/12,Mumbai Indians,Kings XI Punjab,Mumbai Indians,bat,Normal,0,Kings XI Punjab,,6.0,SE Marsh,Wankhede Stadium,S Ravi,RJ Tucker,,246,586.0,676.0,65.11111111111111,50.074074074074076
205,2015,5/4/15,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Normal,0,Kolkata Knight Riders,35.0,,UT Yadav,Eden Gardens,AK Chaudhary,M Erasmus,,245,370.875,287.2,19.519736842105264,29.306122448979593
