Match_ID,Season,Date,Team1,Team2,Toss_Winner,Toss_Decision,result,DL_Method,Winner,Win_By_Runs,Win_By_Wicket,Man_Of_The_Match,Venue,Umpire1,Umpire2,Umpire3,Total_Balls
416,2010,4/11/10,Delhi Daredevils,Kings XI Punjab,Delhi Daredevils,bat,Normal,0,Kings XI Punjab,,7,PP Chawla,Feroz Shah Kotla,BF Bowden,AM Saheba,,239
417,2012,5/10/12,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,field,Normal,0,Chennai Super Kings,,4,BW Hilfenhaus,Sawai Mansingh Stadium,BNJ Oxenford,C Shamshuddin,,243
418,2009,5/1/09,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,bat,Normal,0,Royal Challengers Bangalore,8,,Yuvraj Singh,Kingsmead,HDPK Dharmasena,S Ravi,,247
419,2009,4/26/09,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,bat,Normal,0,Kings XI Punjab,27,,KC Sangakkara,Newlands,M Erasmus,K Hariharan,,253
420,2015,5/5/15,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,bat,Normal,0,Mumbai Indians,,5,Harbhajan Singh,Wankhede Stadium,HDPK Dharmasena,CB Gaffaney,,244
421,2012,4/23/12,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,field,Normal,0,Royal Challengers Bangalore,46,,AB de Villiers,Sawai Mansingh Stadium,Asad Rauf,S Asnani,,249
422,2014,5/14/14,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,field,Normal,0,Kolkata Knight Riders,,6,RV Uthappa,Barabati Stadium,AK Chaudhary,NJ Llong,,241
423,2015,5/10/15,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Normal,0,Royal Challengers Bangalore,39,,AB de Villiers,Wankhede Stadium,JD Cloete,C Shamshuddin,,248
424,2009,4/19/09,Delhi Daredevils,Kings XI Punjab,Delhi Daredevils,field,Normal,1,Delhi Daredevils,,10,DL Vettori,Newlands,MR Benson,SD Ranade,,108
425,2010,3/13/10,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,Normal,0,Delhi Daredevils,,5,G Gambhir,"Punjab Cricket Association Stadium, Mohali",BR Doctrove,S Ravi,,246
426,2012,4/13/12,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,bat,Normal,0,Kolkata Knight Riders,,5,Shakib Al Hasan,Eden Gardens,Asad Rauf,S Asnani,,246
427,2013,4/30/13,Pune Warriors,Chennai Super Kings,Chennai Super Kings,bat,Normal,0,Chennai Super Kings,37,,MS Dhoni,Subrata Roy Sahara Stadium,S Das,SJA Taufel,,245
428,2008,5/20/08,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,Normal,0,Rajasthan Royals,,6,YK Pathan,Eden Gardens,BG Jerling,RE Koertzen,,224
429,2012,5/20/12,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,Normal,0,Mumbai Indians,,10,DR Smith,Sawai Mansingh Stadium,HDPK Dharmasena,C Shamshuddin,,250
430,2009,5/6/09,Deccan Chargers,Mumbai Indians,Deccan Chargers,bat,Normal,0,Deccan Chargers,19,,RG Sharma,SuperSport Park,MR Benson,HDPK Dharmasena,,245
431,2013,4/17/13,Pune Warriors,Sunrisers Hyderabad,Pune Warriors,field,Normal,0,Sunrisers Hyderabad,11,,A Mishra,Subrata Roy Sahara Stadium,Asad Rauf,AK Chaudhary,,239
432,2017,5/17/17,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,Normal,1,Kolkata Knight Riders,,7,NM Coulter-Nile,M Chinnaswamy Stadium,AK Chaudhary,Nitin Menon,,157
433,2018,4/16/18,Kolkata Knight Riders,Delhi Daredevils,Delhi Daredevils,field,Normal,0,Kolkata Knight Riders,71,,N Rana,Eden Gardens,AK Chaudhary,A Nand Kishore,,213
434,2010,3/25/10,Royal Challengers Bangalore,Delhi Daredevils,Royal Challengers Bangalore,field,Normal,0,Delhi Daredevils,17,,KM Jadhav,M Chinnaswamy Stadium,BG Jerling,RE Koertzen,,252
435,2009,5/19/09,Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,bat,Normal,0,Royal Challengers Bangalore,,7,JH Kallis,New Wanderers Stadium,IL Howell,RB Tiffin,,239
436,2012,5/7/12,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,bat,Normal,0,Kolkata Knight Riders,,6,JH Kallis,Feroz Shah Kotla,JD Cloete,S Ravi,,242
437,2008,5/6/08,Chennai Super Kings,Deccan Chargers,Deccan Chargers,field,Normal,0,Deccan Chargers,,7,AC Gilchrist,"MA Chidambaram Stadium, Chepauk",MR Benson,RB Tiffin,,236
438,2009,5/14/09,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,bat,Normal,0,Royal Challengers Bangalore,,2,LRPL Taylor,Kingsmead,BR Doctrove,DJ Harper,,240
439,2012,4/26/12,Pune Warriors,Deccan Chargers,Deccan Chargers,bat,Normal,0,Deccan Chargers,18,,CL White,Subrata Roy Sahara Stadium,S Ravi,RJ Tucker,,248
440,2013,4/23/13,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,field,Normal,0,Kings XI Punjab,,5,Harmeet Singh,Feroz Shah Kotla,VA Kulkarni,K Srinath,,226
441,2017,4/17/17,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,Normal,0,Sunrisers Hyderabad,5,,B Kumar,"Rajiv Gandhi International Stadium, Uppal",AY Dandekar,A Deshmukh,,249
442,2008,5/9/08,Rajasthan Royals,Deccan Chargers,Rajasthan Royals,field,Normal,0,Rajasthan Royals,,8,YK Pathan,Sawai Mansingh Stadium,MR Benson,AM Saheba,,223
443,2014,5/22/14,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Normal,0,Sunrisers Hyderabad,,6,DA Warner,JSCA International Stadium Complex,BNJ Oxenford,C Shamshuddin,,242
444,2017,4/10/17,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Normal,0,Kings XI Punjab,,8,AR Patel,Holkar Cricket Stadium,AK Chaudhary,C Shamshuddin,,212
445,2012,4/10/12,Delhi Daredevils,Chennai Super Kings,Delhi Daredevils,field,Normal,0,Delhi Daredevils,,8,M Morkel,Feroz Shah Kotla,Asad Rauf,SK Tarapore,,204
446,2014,5/5/14,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,Normal,0,Rajasthan Royals,10,,PV Tambe,"Sardar Patel Stadium, Motera",NJ Llong,CK Nandan,,249
447,2018,4/10/18,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,field,Normal,0,Chennai Super Kings,,5,SW Billings,"MA Chidambaram Stadium, Chepauk",CB Gaffaney,AK Chaudhary,,246
448,2009,5/3/09,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,bat,Normal,0,Royal Challengers Bangalore,,9,JH Kallis,New Wanderers Stadium,RE Koertzen,TH Wijewardene,,238
449,2016,4/30/16,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,field,Normal,0,Delhi Daredevils,27,,CR Brathwaite,Feroz Shah Kotla,KN Ananthapadmanabhan,M Erasmus,,240
450,2010,4/8/10,Royal Challengers Bangalore,Deccan Chargers,Deccan Chargers,field,Normal,0,Deccan Chargers,,7,TL Suman,M Chinnaswamy Stadium,S Asnani,DJ Harper,,251
451,2011,5/8/11,Royal Challengers Bangalore,Kochi Tuskers Kerala,Kochi Tuskers Kerala,bat,Normal,0,Royal Challengers Bangalore,,9,CH Gayle,M Chinnaswamy Stadium,Aleem Dar,SS Hazare,,211
452,2017,4/29/17,Gujarat Lions,Mumbai Indians,Gujarat Lions,bat,tie,0,,,,KH Pandya,Saurashtra Cricket Association Stadium,AK Chaudhary,CB Gaffaney,,263
453,2015,4/19/15,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,field,Normal,0,Mumbai Indians,18,,Harbhajan Singh,M Chinnaswamy Stadium,RK Illingworth,VA Kulkarni,,262
454,2014,5/13/14,Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,field,Normal,0,Royal Challengers Bangalore,16,,Yuvraj Singh,M Chinnaswamy Stadium,K Srinath,RJ Tucker,,249
455,2008,4/28/08,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,bat,Normal,0,Chennai Super Kings,13,,MS Dhoni,M Chinnaswamy Stadium,BR Doctrove,RB Tiffin,,247
456,2019,5/5/19,Kings XI Punjab,Chennai Super Kings,Kings XI Punjab,field,Normal,0,Kings XI Punjab,,6,KL Rahul,"Punjab Cricket Association IS Bindra Stadium, Mohali",KN Ananthapadmanabhan,C Shamshuddin,,234
457,2011,4/15/11,Mumbai Indians,Kochi Tuskers Kerala,Kochi Tuskers Kerala,field,Normal,0,Kochi Tuskers Kerala,,8,BB McCullum,Wankhede Stadium,BR Doctrove,PR Reiffel,,247
458,2009,4/29/09,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,bat,Normal,0,Royal Challengers Bangalore,,5,MV Boucher,Kingsmead,MR Benson,TH Wijewardene,,248
459,2010,3/16/10,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,bat,Normal,0,Royal Challengers Bangalore,,8,JH Kallis,M Chinnaswamy Stadium,S Das,DJ Harper,,248
460,2013,4/20/13,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,Normal,0,Chennai Super Kings,,4,RA Jadeja,Eden Gardens,Asad Rauf,AK Chaudhary,,237
461,2014,5/18/14,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,Normal,0,Royal Challengers Bangalore,,5,AB de Villiers,JSCA International Stadium Complex,BNJ Oxenford,C Shamshuddin,,245
462,2019,5/2/19,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,tie,0,,,,JJ Bumrah,Wankhede Stadium,CK Nandan,S Ravi,,251
463,2015,5/11/15,Sunrisers Hyderabad,Kings XI Punjab,Sunrisers Hyderabad,bat,Normal,0,Sunrisers Hyderabad,5,,DA Warner,"Rajiv Gandhi International Stadium, Uppal",AK Chaudhary,HDPK Dharmasena,,248
464,2011,4/13/11,Kings XI Punjab,Chennai Super Kings,Kings XI Punjab,field,Normal,0,Kings XI Punjab,,6,PC Valthaty,"Punjab Cricket Association Stadium, Mohali",Asad Rauf,SL Shastri,,238
465,2013,4/28/13,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,Normal,0,Chennai Super Kings,14,,MEK Hussey,"MA Chidambaram Stadium, Chepauk",Aleem Dar,SJA Taufel,,249
466,2016,4/28/16,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,Normal,0,Mumbai Indians,,6,RG Sharma,Wankhede Stadium,Nitin Menon,RJ Tucker,,233
467,2017,5/5/17,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,field,Normal,0,Kings XI Punjab,19,,Sandeep Sharma,M Chinnaswamy Stadium,CB Gaffaney,C Shamshuddin,,240
468,2011,5/10/11,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,Normal,0,Kings XI Punjab,76,,BA Bhatt,"Punjab Cricket Association Stadium, Mohali",SK Tarapore,RJ Tucker,,204
469,2010,4/13/10,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,bat,Normal,0,Chennai Super Kings,,9,R Ashwin,"MA Chidambaram Stadium, Chepauk",SS Hazare,SJA Taufel,,212
470,2013,5/15/13,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,Normal,0,Mumbai Indians,14,,AP Tare,Wankhede Stadium,Asad Rauf,S Asnani,,248
471,2015,4/14/15,Rajasthan Royals,Mumbai Indians,Mumbai Indians,bat,Normal,0,Rajasthan Royals,,7,SPD Smith,"Sardar Patel Stadium, Motera",AK Chaudhary,SD Fry,,240
472,2017,5/4/17,Delhi Daredevils,Gujarat Lions,Delhi Daredevils,field,Normal,0,Delhi Daredevils,,7,RR Pant,Feroz Shah Kotla,M Erasmus,Nitin Menon,,234
473,2011,5/10/11,Deccan Chargers,Pune Warriors,Deccan Chargers,bat,Normal,0,Pune Warriors,,6,MR Marsh,"Rajiv Gandhi International Stadium, Uppal",Asad Rauf,AM Saheba,,234
474,2010,4/13/10,Mumbai Indians,Delhi Daredevils,Mumbai Indians,bat,Normal,0,Mumbai Indians,39,,KA Pollard,Brabourne Stadium,S Asnani,DJ Harper,,247
475,2013,5/14/13,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,bat,Normal,0,Chennai Super Kings,33,,MS Dhoni,"MA Chidambaram Stadium, Chepauk",C Shamshuddin,RJ Tucker,,248
476,2014,5/28/14,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,field,Normal,0,Chennai Super Kings,,7,SK Raina,Brabourne Stadium,VA Kulkarni,BNJ Oxenford,,238
477,2018,5/27/18,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,field,Normal,0,Chennai Super Kings,,8,SR Watson,Wankhede Stadium,M Erasmus,S Ravi,,241
478,2011,4/13/11,Pune Warriors,Kochi Tuskers Kerala,Kochi Tuskers Kerala,bat,Normal,0,Pune Warriors,,4,MD Mishra,Dr DY Patil Sports Academy,S Asnani,PR Reiffel,,246
479,2015,5/3/15,Rajasthan Royals,Delhi Daredevils,Delhi Daredevils,field,Normal,0,Rajasthan Royals,14,,AM Rahane,Brabourne Stadium,HDPK Dharmasena,CB Gaffaney,,255
480,2013,4/28/13,Delhi Daredevils,Pune Warriors,Pune Warriors,field,Normal,0,Delhi Daredevils,15,,DA Warner,Shaheed Veer Narayan Singh International Stadium,CK Nandan,S Ravi,,251
481,2019,5/3/19,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,Normal,0,Kolkata Knight Riders,,7,Shubman Gill,"Punjab Cricket Association IS Bindra Stadium, Mohali",C Shamshuddin,BNJ Oxenford,,234
482,2016,4/14/16,Gujarat Lions,Rising Pune Supergiants,Rising Pune Supergiants,bat,Normal,0,Gujarat Lions,,7,AJ Finch,Saurashtra Cricket Association Stadium,VA Kulkarni,CK Nandan,,233
483,2011,4/16/11,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,Normal,0,Chennai Super Kings,21,,MEK Hussey,"MA Chidambaram Stadium, Chepauk",HDPK Dharmasena,AL Hill,,246
484,2009,4/28/09,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,bat,Normal,0,Rajasthan Royals,,5,YK Pathan,SuperSport Park,GAV Baxter,RE Koertzen,,240
485,2010,3/16/10,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,bat,Normal,0,Chennai Super Kings,55,,MS Dhoni,Eden Gardens,HDPK Dharmasena,AM Saheba,,240
486,2013,4/20/13,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,field,Normal,0,Royal Challengers Bangalore,,7,R Vinay Kumar,M Chinnaswamy Stadium,Aleem Dar,C Shamshuddin,,232
487,2015,5/7/15,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,bat,Normal,0,Kolkata Knight Riders,13,,PP Chawla,Eden Gardens,AK Chaudhary,M Erasmus,,250
488,2016,4/12/16,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Normal,0,Royal Challengers Bangalore,45,,AB de Villiers,M Chinnaswamy Stadium,HDPK Dharmasena,VK Sharma,,250
489,2008,4/29/08,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,Normal,0,Mumbai Indians,,7,ST Jayasuriya,Eden Gardens,BF Bowden,AV Jayaprakash,,243
490,2019,5/5/19,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,Normal,0,Mumbai Indians,,9,HH Pandya,Wankhede Stadium,A Nand Kishore,CK Nandan,,228
491,2014,4/19/14,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,bat,Normal,0,Delhi Daredevils,,4,JP Duminy,Dubai International Cricket Stadium,Aleem Dar,VA Kulkarni,,249
492,2010,4/7/10,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,bat,Normal,0,Kolkata Knight Riders,14,,SC Ganguly,Eden Gardens,BG Jerling,RE Koertzen,,250
493,2011,5/7/11,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,Normal,0,Mumbai Indians,32,,AT Rayudu,Wankhede Stadium,K Hariharan,SJA Taufel,,250
494,2017,4/29/17,Rising Pune Supergiant,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Normal,0,Rising Pune Supergiant,61,,LH Ferguson,Maharashtra Cricket Association Stadium,KN Ananthapadmanabhan,M Erasmus,,245
495,2009,5/4/09,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,bat,Normal,0,Chennai Super Kings,78,,MS Dhoni,Buffalo Park,BR Doctrove,M Erasmus,,215
496,2015,5/16/15,Kings XI Punjab,Chennai Super Kings,Kings XI Punjab,bat,Normal,0,Chennai Super Kings,,7,P Negi,"Punjab Cricket Association Stadium, Mohali",CK Nandan,C Shamshuddin,,229
497,2016,5/21/16,Rising Pune Supergiants,Kings XI Punjab,Kings XI Punjab,bat,Normal,0,Rising Pune Supergiants,,4,MS Dhoni,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,HDPK Dharmasena,Nitin Menon,,250
498,2014,5/11/14,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,Normal,0,Kolkata Knight Riders,,9,G Gambhir,Barabati Stadium,NJ Llong,CK Nandan,,233
499,2012,4/11/12,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,Normal,0,Mumbai Indians,27,,KA Pollard,Wankhede Stadium,Aleem Dar,BNJ Oxenford,,241
500,2018,4/9/18,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,field,Normal,0,Sunrisers Hyderabad,,9,S Dhawan,"Rajiv Gandhi International Stadium, Uppal",VA Kulkarni,NJ Llong,,225
501,2017,4/11/17,Rising Pune Supergiant,Delhi Daredevils,Rising Pune Supergiant,field,Normal,0,Delhi Daredevils,97,,SV Samson,Maharashtra Cricket Association Stadium,AY Dandekar,S Ravi,,226
502,2013,5/12/13,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,field,Normal,0,Rajasthan Royals,,5,SR Watson,Sawai Mansingh Stadium,HDPK Dharmasena,CK Nandan,,227
503,2008,5/8/08,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,bat,Normal,0,Kolkata Knight Riders,5,,SC Ganguly,Eden Gardens,Asad Rauf,IL Howell,,197
504,2017,4/17/17,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,bat,Normal,0,Kolkata Knight Riders,,4,NM Coulter-Nile,Feroz Shah Kotla,Nitin Menon,CK Nandan,,245
505,2009,5/14/09,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,bat,Normal,0,Rajasthan Royals,2,,SK Warne,Kingsmead,BR Doctrove,DJ Harper,,251
506,2016,5/15/16,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,Normal,0,Mumbai Indians,80,,KH Pandya,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Nitin Menon,CK Nandan,,237
507,2012,5/6/12,Royal Challengers Bangalore,Deccan Chargers,Royal Challengers Bangalore,field,Normal,0,Royal Challengers Bangalore,,5,AB de Villiers,M Chinnaswamy Stadium,HDPK Dharmasena,BNJ Oxenford,,240
508,2008,5/5/08,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,Normal,0,Kings XI Punjab,,6,S Sreesanth,M Chinnaswamy Stadium,SJ Davis,BR Doctrove,,238
509,2016,5/13/16,Mumbai Indians,Kings XI Punjab,Mumbai Indians,bat,Normal,0,Kings XI Punjab,,7,MP Stoinis,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,HDPK Dharmasena,CK Nandan,,228
510,2009,5/20/09,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,field,Normal,0,Kolkata Knight Riders,,4,LR Shukla,Kingsmead,BG Jerling,SJA Taufel,,242
511,2013,4/17/13,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,Normal,0,Rajasthan Royals,87,,AM Rahane,Sawai Mansingh Stadium,Aleem Dar,C Shamshuddin,,241
512,2014,5/5/14,Delhi Daredevils,Chennai Super Kings,Chennai Super Kings,field,Normal,0,Chennai Super Kings,,8,DR Smith,Feroz Shah Kotla,RM Deshpande,BNJ Oxenford,,244
513,2016,5/24/16,Gujarat Lions,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Normal,0,Royal Challengers Bangalore,,4,AB de Villiers,M Chinnaswamy Stadium,AK Chaudhary,HDPK Dharmasena,,240
514,2017,5/19/17,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,Normal,0,Mumbai Indians,,6,KV Sharma,M Chinnaswamy Stadium,NJ Llong,Nitin Menon,,207
515,2018,4/15/18,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,Normal,0,Kings XI Punjab,4,,CH Gayle,"Punjab Cricket Association IS Bindra Stadium, Mohali",VA Kulkarni,CK Nandan,,250
516,2010,3/28/10,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,Normal,0,Rajasthan Royals,17,,NV Ojha,"Sardar Patel Stadium, Motera",SS Hazare,SJA Taufel,,245
517,2014,6/1/14,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,field,Normal,0,Kolkata Knight Riders,,3,MK Pandey,M Chinnaswamy Stadium,HDPK Dharmasena,BNJ Oxenford,,245
518,2009,5/7/09,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,Normal,0,Rajasthan Royals,,7,A Singh,SuperSport Park,K Hariharan,DJ Harper,,218
519,2015,5/17/15,Royal Challengers Bangalore,Delhi Daredevils,Royal Challengers Bangalore,field,no result,0,,,,,M Chinnaswamy Stadium,HDPK Dharmasena,K Srinivasan,,130
520,2008,5/19/08,Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,field,Normal,0,Delhi Daredevils,,5,SP Goswami,M Chinnaswamy Stadium,SJ Davis,GA Pratapkumar,,236
521,2012,5/20/12,Deccan Chargers,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Normal,0,Deccan Chargers,9,,DW Steyn,"Rajiv Gandhi International Stadium, Uppal",S Ravi,SJA Taufel,,247
522,2014,4/21/14,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,bat,Normal,0,Chennai Super Kings,93,,SK Raina,Sheikh Zayed Stadium,RK Illingworth,C Shamshuddin,,219
523,2009,4/18/09,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,bat,Normal,0,Royal Challengers Bangalore,75,,R Dravid,Newlands,BR Doctrove,RB Tiffin,,221
524,2010,3/14/10,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,field,Normal,0,Kolkata Knight Riders,,7,MK Tiwary,Eden Gardens,HDPK Dharmasena,AM Saheba,,243
525,2012,4/19/12,Delhi Daredevils,Deccan Chargers,Deccan Chargers,bat,Normal,0,Delhi Daredevils,,5,KP Pietersen,Feroz Shah Kotla,BF Bowden,SK Tarapore,,245
526,2013,5/1/13,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,bat,Normal,0,Sunrisers Hyderabad,,7,I Sharma,"Rajiv Gandhi International Stadium, Uppal",Asad Rauf,S Asnani,,236
527,2014,4/18/14,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,Normal,0,Rajasthan Royals,,4,AM Rahane,Sheikh Zayed Stadium,BF Bowden,RK Illingworth,,244
528,2009,4/26/09,Royal Challengers Bangalore,Delhi Daredevils,Royal Challengers Bangalore,bat,Normal,0,Delhi Daredevils,,6,TM Dilshan,St George's Park,S Asnani,BG Jerling,,246
529,2012,4/24/12,Pune Warriors,Delhi Daredevils,Pune Warriors,bat,Normal,0,Delhi Daredevils,,8,V Sehwag,Subrata Roy Sahara Stadium,S Ravi,RJ Tucker,,218
530,2009,5/2/09,Deccan Chargers,Rajasthan Royals,Deccan Chargers,bat,Normal,0,Rajasthan Royals,,3,YK Pathan,St George's Park,S Asnani,BG Jerling,,246
531,2015,5/14/15,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,Normal,0,Mumbai Indians,5,,HH Pandya,Wankhede Stadium,RK Illingworth,VA Kulkarni,,256
532,2017,5/1/17,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Normal,0,Mumbai Indians,,5,RG Sharma,Wankhede Stadium,AK Chaudhary,CB Gaffaney,,245
533,2010,4/10/10,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Normal,0,Royal Challengers Bangalore,,7,R Vinay Kumar,M Chinnaswamy Stadium,K Hariharan,DJ Harper,,232
534,2012,5/9/12,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Normal,0,Royal Challengers Bangalore,,9,CH Gayle,Wankhede Stadium,BF Bowden,VA Kulkarni,,233
535,2016,4/20/16,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,field,Normal,0,Mumbai Indians,,6,RG Sharma,Wankhede Stadium,AK Chaudhary,CK Nandan,,237
536,2014,4/25/14,Chennai Super Kings,Mumbai Indians,Mumbai Indians,bat,Normal,0,Chennai Super Kings,,7,MM Sharma,Dubai International Cricket Stadium,BF Bowden,M Erasmus,,237
537,2019,4/20/19,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,field,Normal,0,Rajasthan Royals,,5,SPD Smith,Sawai Mansingh Stadium,YC Barde,S Ravi,,239
538,2019,3/31/19,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Normal,0,Sunrisers Hyderabad,118,,JM Bairstow,"Rajiv Gandhi International Stadium, Uppal",KN Ananthapadmanabhan,S Ravi,,244
539,2017,4/8/17,Royal Challengers Bangalore,Delhi Daredevils,Royal Challengers Bangalore,bat,Normal,0,Royal Challengers Bangalore,15,,KM Jadhav,M.Chinnaswamy Stadium,S Ravi,VK Sharma,,248
540,2013,4/7/13,Pune Warriors,Kings XI Punjab,Pune Warriors,bat,Normal,0,Kings XI Punjab,,8,M Vohra,Subrata Roy Sahara Stadium,S Asnani,SJA Taufel,,198
541,2015,4/21/15,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,field,tie,0,,,,SE Marsh,"Sardar Patel Stadium, Motera",M Erasmus,S Ravi,,258
542,2018,4/28/18,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,Normal,0,Mumbai Indians,,8,RG Sharma,Maharashtra Cricket Association Stadium,CB Gaffaney,Nitin Menon,,247
543,2016,5/22/16,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Normal,0,Kolkata Knight Riders,22,,YK Pathan,Eden Gardens,KN Ananthapadmanabhan,M Erasmus,,247
544,2011,4/29/11,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,field,Normal,0,Rajasthan Royals,,7,J Botha,Sawai Mansingh Stadium,Asad Rauf,SK Tarapore,,234
545,2018,4/13/18,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,field,Normal,0,Royal Challengers Bangalore,,4,UT Yadav,M.Chinnaswamy Stadium,A Deshmukh,S Ravi,,237
546,2010,3/31/10,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Normal,0,Chennai Super Kings,,5,M Vijay,"MA Chidambaram Stadium, Chepauk",BG Jerling,RE Koertzen,,241
