Season,Rajasthan Royals,Pts,Mat,Wkts,Dots,4s,6s,Catches,Stumpings
2012,Aakash Chopra,,,,,,,,
2012,Abhishek Raut,,,,,,,,
2012,Aditya Dole,,,,,,,,
2012,Ajinkya Rahane,245.0,16.0,0.0,0.0,73.0,10.0,11.0,0.0
2012,Ajit Chandila,64.0,4.0,5.0,39.0,0.0,0.0,3.0,0.0
2012,Amit Paunikar,,,,,,,,
2012,Amit Singh,95.5,9.0,10.0,58.0,0.0,0.0,1.0,0.0
2012,Ankeet Chavan,89.5,8.0,7.0,55.0,2.0,0.0,2.0,0.0
2012,Ashok Menaria,81.5,15.0,1.0,10.0,14.0,8.0,2.0,0.0
2012,Brad Hodge,99.5,12.0,1.0,2.0,18.0,9.0,7.0,0.0
2012,Brad Hogg,113.0,9.0,10.0,73.0,1.0,0.0,1.0,0.0
2012,Deepak Chahar,,,,,,,,
2012,Dinesh Chandimal,,,,,,,,
2012,Dishant Yagnik,17.5,5.0,0.0,0.0,5.0,0.0,2.0,0.0
2012,Faiz Fazal,,,,,,,,
2012,Jacob Oram,,,,,,,,
2012,Johan Botha,139.5,11.0,9.0,87.0,4.0,1.0,3.0,0.0
2012,Kevon Cooper,110.0,6.0,10.0,52.0,3.0,3.0,2.0,0.0
2012,Owais Shah,128.5,13.0,0.0,0.0,24.0,16.0,5.0,0.0
2012,Pankaj Singh,81.5,6.0,7.0,57.0,0.0,0.0,0.0,0.0
2012,Paul Collingwood,,,,,,,,
2012,Pinal Shah,,,,,,,,
2012,Rahul Dravid,184.0,16.0,0.0,0.0,63.0,4.0,5.0,0.0
2012,Samad Fallah,,,,,,,,
2012,Samuel Badree,,,,,,,,
2012,Shane Watson,202.0,7.0,6.0,62.0,26.0,14.0,2.0,0.0
2012,Shaun Tait,88.5,6.0,6.0,65.0,0.0,0.0,1.0,0.0
2012,Shreevats Goswami,33.5,11.0,0.0,0.0,4.0,1.0,4.0,4.0
2012,Siddharth Trivedi,145.5,14.0,13.0,90.0,0.0,0.0,4.0,0.0
2012,Sreesanth,,,,,,,,
2012,Stuart Binny,61.0,8.0,3.0,15.0,9.0,3.0,1.0,0.0
2012,Sumit Narwal,,,,,,,,
