Season,Mumbai Indians,Pts,Mat,Wkts,Dots,4s,6s,Catches,Stumpings
2012,Abu Nechim Ahmed,,,,,,,,
2012,Aditya Tare,,,,,,,,
2012,Aiden Blizzard,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,Ambati Rayudu,106.5,17.0,0.0,0.0,21.0,14.0,2.0,0.0
2012,Amitoze Singh,,,,,,,,
2012,Apoorv Wankhade,,,,,,,,
2012,Clint McKay,17.5,2.0,1.0,14.0,0.0,0.0,0.0,0.0
2012,Davy Jacobs,2.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2012,Dhawal Kulkarni,54.0,2.0,6.0,23.0,2.0,0.0,2.0,0.0
2012,Dinesh Karthik,99.5,17.0,0.0,0.0,30.0,2.0,5.0,2.0
2012,Dwayne Smith,107.0,7.0,2.0,28.0,18.0,7.0,1.0,0.0
2012,Harbhajan Singh,198.5,17.0,6.0,117.0,14.0,3.0,6.0,0.0
2012,Herschelle Gibbs,27.0,3.0,0.0,0.0,8.0,2.0,0.0,0.0
2012,James Franklin,114.5,12.0,6.0,25.0,15.0,6.0,4.0,0.0
2012,Jaydev Shah,,,,,,,,
2012,Kieron Pollard,242.5,14.0,16.0,85.0,15.0,14.0,6.0,0.0
2012,Kuldeep Yadav,,,,,,,,
2012,Lasith Malinga,257.5,14.0,22.0,145.0,4.0,3.0,6.0,0.0
2012,Mitchell Johnson,,,,,,,,
2012,Munaf Patel,188.0,12.0,15.0,123.0,0.0,0.0,5.0,0.0
2012,Pawan Suyal,,,,,,,,
2012,Pragyan Ojha,100.0,9.0,9.0,66.0,0.0,0.0,1.0,0.0
2012,R. P. Singh,145.5,11.0,10.0,103.0,0.0,0.0,3.0,0.0
2012,Rahul Shukla,5.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0
2012,Richard Levi,44.0,6.0,0.0,0.0,10.0,4.0,2.0,0.0
2012,Robin Peterson,45.0,5.0,3.0,21.0,3.0,1.0,1.0,0.0
2012,Rohit Sharma,194.0,17.0,0.0,1.0,39.0,18.0,13.0,0.0
2012,Sachin Tendulkar,111.5,13.0,0.0,0.0,39.0,4.0,0.0,0.0
2012,Sujit Nayak,,,,,,,,
2012,Suryakumar Yadav,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,Sushant Marathe,,,,,,,,
2012,Thisara Perera,7.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0
2012,Tirumalasetti Suman,8.5,2.0,0.0,0.0,1.0,1.0,1.0,0.0
2012,Yogesh Takawale,,,,,,,,
2012,Yuzvendra Chahal,,,,,,,,
