Season,Kolkata Knight Riders,Pts,Mat,Wkts,Dots,4s,6s,Catches,Stumpings
2010,Ajantha Mendis,19.0,2.0,2.0,12.0,0.0,0.0,0.0,0.0
2010,Ajit Agarkar,66.5,7.0,4.0,40.0,4.0,0.0,1.0,0.0
2010,Angelo Mathews,166.5,14.0,8.0,58.0,18.0,8.0,3.0,0.0
2010,Ashok Dinda,95.5,7.0,9.0,64.0,0.0,0.0,0.0,0.0
2010,Brad Hodge,53.5,4.0,2.0,8.0,11.0,1.0,3.0,0.0
2010,Brendon McCullum,47.0,5.0,0.0,0.0,14.0,2.0,2.0,0.0
2010,Charl Langeveldt,43.5,3.0,5.0,26.0,0.0,0.0,0.0,0.0
2010,Cheteshwar Pujara,50.5,10.0,0.0,0.0,14.0,3.0,2.0,0.0
2010,Chirag Pathak,,,,,,,,
2010,Chris Gayle,179.0,9.0,4.0,29.0,30.0,16.0,2.0,0.0
2010,David Hussey,53.0,6.0,0.0,13.0,5.0,5.0,4.0,0.0
2010,Eklak Ahmid,,,,,,,,
2010,Ganapathi Vignesh,,,,,,,,
2010,Harshad Khadiwale,,,,,,,,
2010,Iqbal Abdulla,21.5,3.0,1.0,18.0,0.0,0.0,0.0,0.0
2010,Ishant Sharma,81.0,7.0,7.0,54.0,0.0,0.0,1.0,0.0
2010,Jaydev Unadkat,36.5,3.0,4.0,20.0,0.0,0.0,1.0,0.0
2010,Laxmi Ratan Shukla,49.0,4.0,3.0,19.0,3.0,2.0,2.0,0.0
2010,Mandeep Singh,,,,,,,,
2010,Manoj Tiwary,90.5,13.0,1.0,2.0,23.0,5.0,4.0,0.0
2010,Mashrafe Mortaza,,,,,,,,
2010,Murali Kartik,126.0,10.0,9.0,77.0,2.0,0.0,5.0,0.0
2010,Owais Shah,35.0,5.0,0.0,0.0,7.0,5.0,0.0,0.0
2010,Rohan Gavaskar,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
2010,Sanjay Bangar,,,,,,,,
2010,Shane Bond,109.0,8.0,9.0,75.0,0.0,0.0,1.0,0.0
2010,Sourav Ganguly,217.0,14.0,0.0,2.0,58.0,15.0,7.0,0.0
2010,Varun Aaron,,,,,,,,
2010,Wriddhiman Saha,41.0,13.0,0.0,0.0,9.0,1.0,3.0,3.0
