Season,Kings XI Punjab,Pts,Mat,Wkts,Dots,4s,6s,Catches,Stumpings
2010,Adrian Barath,16.0,3.0,0.0,0.0,5.0,1.0,0.0,0.0
2010,Amanpreet Singh,,,,,,,,
2010,Azhar Mehmood,,,,,,,,
2010,Bipul Sharma,32.0,5.0,3.0,14.0,1.0,0.0,2.0,0.0
2010,Brett Lee,27.5,4.0,0.0,20.0,1.0,0.0,2.0,0.0
2010,Irfan Pathan,248.0,14.0,15.0,98.0,21.0,10.0,4.0,0.0
2010,James Hopes,,,,,,,,
2010,Karan Goel,12.0,6.0,0.0,1.0,1.0,1.0,2.0,0.0
2010,Kumar Sangakkara,162.5,13.0,0.0,0.0,47.0,5.0,6.0,5.0
2010,Love Ablish,17.5,2.0,3.0,7.0,0.0,0.0,0.0,0.0
2010,Luke Pomersbach,,,,,,,,
2010,Mahela Jayawardene,188.5,13.0,0.0,0.0,55.0,11.0,5.0,0.0
2010,Manvinder Bisla,101.0,10.0,0.0,0.0,27.0,6.0,5.0,0.0
2010,Mohammad Kaif,10.0,4.0,0.0,0.0,2.0,0.0,2.0,0.0
2010,Piyush Chawla,161.0,14.0,12.0,94.0,7.0,0.0,3.0,0.0
2010,Ramesh Powar,72.5,7.0,3.0,62.0,0.0,0.0,0.0,0.0
2010,Ravi Bopara,121.5,10.0,5.0,21.0,25.0,3.0,4.0,0.0
2010,Reetinder Singh Sodhi,7.5,3.0,0.0,0.0,1.0,0.0,2.0,0.0
2010,Rusty Theron,67.5,7.0,6.0,44.0,0.0,0.0,1.0,0.0
2010,Shalabh Srivastava,77.5,8.0,6.0,54.0,0.0,0.0,1.0,0.0
2010,Shaun Marsh,58.5,4.0,0.0,0.0,14.0,6.0,1.0,0.0
2010,Simon Katich,,,,,,,,
2010,Sreesanth,67.0,6.0,3.0,44.0,5.0,0.0,0.0,0.0
2010,Tanmay Srivastava,,,,,,,,
2010,V. R. V. Singh,,,,,,,,
2010,Vikramjeet Malik,22.0,3.0,1.0,16.0,1.0,0.0,0.0,0.0
2010,Yusuf Abdulla,16.5,2.0,1.0,13.0,0.0,0.0,0.0,0.0
2010,Yuvraj Singh,166.5,14.0,5.0,45.0,20.0,14.0,2.0,0.0
