Season,Kings XI Punjab
2018,Ravichandran Ashwin
2018,Manoj Tiwary
2018,Chris Gayle
2018,Yuvraj Singh
2018,Aaron Finch
2018,David Miller
2018,Mayank Agarwal
2018,Karun Nair
2018,Ankit Rajpoot
2018,Mohit Sharma
2018,Axar Patel
2018,KL Rahul
2018,Andrew Tye
2018,Marcus Stoinis
2018,Barinder Sran
2018,Pardeep Sahu
2018,Akshdeep Nath
2018,Nicholas Pooran
2018,Ben Dwarshuis
2018,Manzoor Dar
2018,Mayank Dagar
2018,Mujeeb Ur Rahman
