Season,Delhi Daredevils,Pts,Mat,Wkts,Dots,4s,6s,Catches,Stumpings
2015,Albie Morkel,64.5,4.0,3.0,22.0,9.0,2.0,1.0,0.0
2015,Amit Mishra,111.5,12.0,9.0,75.0,0.0,0.0,2.0,0.0
2015,Angelo Mathews,149.0,11.0,7.0,61.0,12.0,6.0,5.0,0.0
2015,CM Gautam,2.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2015,Domnic Muthuswami,,,,,,,,
2015,Gurinder Sandhu,12.5,3.0,1.0,9.0,0.0,0.0,0.0,0.0
2015,Imran Tahir,124.0,10.0,15.0,64.0,0.0,0.0,3.0,0.0
2015,JP Duminy,218.5,14.0,8.0,33.0,27.0,20.0,8.0,0.0
2015,Jayant Yadav,30.5,3.0,2.0,21.0,0.0,0.0,1.0,0.0
2015,Jaydev Unadkat,7.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0
2015,KK Jiyas,,,,,,,,
2015,Kedar Jadhav,84.5,14.0,0.0,0.0,16.0,7.0,6.0,2.0
2015,Manoj Tiwary,28.5,5.0,0.0,0.0,8.0,1.0,2.0,0.0
2015,Marcus Stoinis,,,,,,,,
2015,Mayank Agarwal,89.5,10.0,0.0,0.0,23.0,7.0,3.0,0.0
2015,Mohammed Shami,,,,,,,,
2015,Nathan Coulter-Nile,190.5,11.0,15.0,117.0,2.0,1.0,5.0,0.0
2015,Quinton de Kock,59.0,3.0,0.0,0.0,18.0,4.0,0.0,0.0
2015,Saurabh Tiwary,52.5,7.0,0.0,0.0,9.0,5.0,5.0,0.0
2015,Shahbaz Nadeem,28.5,4.0,0.0,21.0,0.0,0.0,3.0,0.0
2015,Shreyas Iyer,181.0,14.0,0.0,0.0,41.0,21.0,2.0,0.0
2015,Srikar Bharat,,,,,,,,
2015,Travis Head,,,,,,,,
2015,Yuvraj Singh,112.0,14.0,1.0,11.0,23.0,10.0,2.0,0.0
2015,Zaheer Khan,97.5,7.0,7.0,73.0,0.0,0.0,0.0,0.0
