Season,Kolkata Knight Riders,Pts,Mat,Wkts,Dots,4s,6s,Catches,Stumpings
2014,Andre Russell,9.5,2.0,1.0,6.0,0.0,0.0,0.0,0.0
2014,Chris Lynn,28.0,2.0,0.0,0.0,5.0,3.0,2.0,0.0
2014,Debabrata Das,,,,,,,,
2014,Gautam Gambhir,111.5,16.0,0.0,0.0,36.0,4.0,3.0,0.0
2014,Jacques Kallis,104.5,8.0,4.0,39.0,13.0,4.0,2.0,0.0
2014,Johan Botha,,,,,,,,
2014,Kuldeep Yadav,,,,,,,,
2014,Manish Pandey,130.0,16.0,0.0,0.0,35.0,10.0,3.0,0.0
2014,Manvinder Bisla,2.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2014,Morne Morkel,205.0,12.0,12.0,148.0,0.0,0.0,6.0,0.0
2014,Pat Cummins,15.5,1.0,1.0,12.0,0.0,0.0,0.0,0.0
2014,Piyush Chawla,149.0,11.0,14.0,79.0,4.0,1.0,3.0,0.0
2014,Robin Uthappa,268.0,16.0,0.0,0.0,74.0,18.0,1.0,7.0
2014,Ryan ten Doeschate,45.5,10.0,1.0,13.0,3.0,4.0,3.0,0.0
2014,Sayan Mondal,,,,,,,,
2014,Shakib Al Hasan,238.5,13.0,11.0,113.0,22.0,7.0,3.0,0.0
2014,Sunil Narine,235.5,16.0,21.0,157.0,0.0,0.0,2.0,0.0
2014,Suryakumar Yadav,77.0,16.0,0.0,2.0,16.0,5.0,7.0,0.0
2014,Umesh Yadav,138.5,12.0,11.0,95.0,0.0,0.0,2.0,0.0
2014,Veer Pratap Singh,,,,,,,,
2014,Vinay Kumar,83.0,9.0,7.0,56.0,0.0,0.0,1.0,0.0
2014,Yusuf Pathan,121.0,15.0,0.0,1.0,15.0,20.0,5.0,0.0
