Season,Rajasthan Royals,Pts,Mat,Wkts,Dots,4s,6s,Catches,Stumpings
2011,Aakash Chopra,,,,,,,,
2011,Abhishek Raut,36.5,7.0,0.0,8.0,5.0,1.0,5.0,0.0
2011,Aditya Dole,,,,,,,,
2011,Ajinkya Rahane,39.5,10.0,0.0,0.0,12.0,2.0,1.0,0.0
2011,Amit Paunikar,25.0,4.0,0.0,0.0,9.0,0.0,1.0,0.0
2011,Amit Singh,106.5,9.0,9.0,75.0,0.0,0.0,0.0,0.0
2011,Ankeet Chavan,19.5,2.0,0.0,17.0,0.0,0.0,1.0,0.0
2011,Ashok Menaria,104.5,13.0,2.0,30.0,10.0,10.0,3.0,0.0
2011,Deepak Chahar,,,,,,,,
2011,Dinesh Salunkhe,,,,,,,,
2011,Dishant Yagnik,20.0,7.0,0.0,0.0,1.0,0.0,3.0,4.0
2011,Faiz Fazal,7.5,2.0,0.0,0.0,3.0,0.0,0.0,0.0
2011,Jacob Oram,5.5,2.0,1.0,2.0,0.0,0.0,0.0,0.0
2011,Johan Botha,177.5,10.0,7.0,81.0,20.0,2.0,6.0,0.0
2011,Pankaj Singh,10.5,1.0,0.0,3.0,0.0,0.0,3.0,0.0
2011,Paul Collingwood,,,,,,,,
2011,Pinal Shah,5.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0
2011,Rahul Dravid,124.5,12.0,0.0,0.0,45.0,2.0,2.0,0.0
2011,Ross Taylor,62.0,12.0,0.0,0.0,11.0,7.0,4.0,0.0
2011,Samad Fallah,,,,,,,,
2011,Shane Warne,170.0,13.0,13.0,117.0,1.0,0.0,2.0,0.0
2011,Shane Watson,246.0,11.0,6.0,78.0,31.0,17.0,4.0,0.0
2011,Shaun Tait,73.0,4.0,6.0,42.0,1.0,0.0,3.0,0.0
2011,Siddharth Trivedi,101.0,12.0,10.0,66.0,0.0,0.0,0.0,0.0
2011,Stuart Binny,14.5,6.0,0.0,1.0,2.0,1.0,2.0,0.0
2011,Sumit Narwal,,,,,,,,
2011,Swapnil Asnodkar,2.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0
